unique_id,task_desc,obj_type,verbs,goal_phase,issue_text,learning_text,valid_level,issue_task_id,issue_trial_num,issue_step_range,evidence_task_id,evidence_trial_num,evidence_step_range
42,"Your task is to freeze water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","substance, jug, freezer","take, move, close, open, focus",PROCEDURE,Agent repeatedly tries to freeze water with invalid actions like 'freeze substance in jug' or 'activate water'.,"To freeze water, place the jug in the freezer, close the freezer, then open it again. The state change happens implicitly.",VALID_NEXT_TRIAL,scienceworld_freeze_var_0,2,25-49,scienceworld_freeze_var_0,6,37-40
43,"Your task is to freeze water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","jug, sink",take,ACQUIRE,Agent attempts to 'take jug from sink' while in a different room.,Ensure agent is in the same room as the object before attempting to take it.,VALID_SAME_TRIAL,scienceworld_freeze_var_0,1,37-37,scienceworld_freeze_var_0,1,43-43
44,"Your task is to freeze water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",freezer,look in,VERIFY,Agent tries to look inside a closed freezer.,Open containers before attempting to look inside them.,VALID_SAME_TRIAL,scienceworld_freeze_var_0,3,37-37,scienceworld_freeze_var_0,3,38-38
45,"Your task is to freeze water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","substance, jug",look at,VERIFY,Agent tries to look at substance in jug while freezer is closed.,Open containers before attempting to look at contents.,VALID_SAME_TRIAL,scienceworld_freeze_var_0,5,37-37,scienceworld_freeze_var_0,5,39-39
46,"Your task is to grow a apple. This will require growing several plants, and them being crosspollinated to produce fruit.  Seeds can be found in the kitchen. To complete the task, focus on the grown apple.","apple seed, seed jar",take,ACQUIRE,Agent repeatedly failed to take apple seed from seed jar due to ambiguous request and incorrect disambiguation input.,"When prompted with an ambiguous request for 'take [item]', enter the numerical option (e.g., '0') as a separate, immediate action.",VALID_NEXT_TRIAL,scienceworld_grow-fruit_var_0,2,5-47,scienceworld_grow-fruit_var_0,1,11-13
47,"Your task is to grow a apple. This will require growing several plants, and them being crosspollinated to produce fruit.  Seeds can be found in the kitchen. To complete the task, focus on the grown apple.","jug, sink",fill,PROCEDURE,Agent repeatedly failed to fill jug with water from sink using incorrect phrasing.,"To fill a container from a source, first activate the source, then place the container in the source, and the container will automatically fill.",VALID_SAME_TRIAL,scienceworld_grow-fruit_var_0,1,25-41,scienceworld_grow-fruit_var_0,1,43-45
48,"Your task is to grow a apple. This will require growing several plants, and them being crosspollinated to produce fruit.  Seeds can be found in the kitchen. To complete the task, focus on the grown apple.","jug, flower pot",pour,PROCEDURE,Agent used incorrect phrasing to pour water from jug into flower pot.,"To pour contents from a container into another, use 'pour [container] into [destination]'.",VALID_SAME_TRIAL,scienceworld_grow-fruit_var_0,1,49-51,scienceworld_grow-fruit_var_0,1,53-55
49,"Your task is to grow a apple. This will require growing several plants, and them being crosspollinated to produce fruit.  Seeds can be found in the kitchen. To complete the task, focus on the grown apple.","jug, sink",take,ACQUIRE,Agent used incorrect phrasing to take jug from sink.,"To take an item from a container, use the simple 'take [item]' action, even if it's inside another object.",VALID_SAME_TRIAL,scienceworld_grow-fruit_var_0,1,47-49,scienceworld_grow-fruit_var_0,1,47-49
50,"Your task is to grow a apple. This will require growing several plants, and them being crosspollinated to produce fruit.  Seeds can be found in the kitchen. To complete the task, focus on the grown apple.","apple seed, glass jar, seed jar","take, examine",ACQUIRE,Agent incorrectly assumed 'glass jar' was the 'seed jar' and tried to take seeds from it.,Examine containers to verify contents before attempting to take items. Distinguish between similar-sounding objects.,VALID_SAME_TRIAL,scienceworld_grow-fruit_var_0,2,17-21,scienceworld_grow-fruit_var_0,2,23-25
51,"Your task is to grow a apple. This will require growing several plants, and them being crosspollinated to produce fruit.  Seeds can be found in the kitchen. To complete the task, focus on the grown apple.","apple seed, seed jar",take,ACQUIRE,Agent repeatedly failed to take apple seed from seed jar due to ambiguous request and incorrect disambiguation input.,"When prompted with an ambiguous request for 'take [item]', enter the numerical option (e.g., '0') as a separate, immediate action.",VALID_NEXT_TRIAL,scienceworld_grow-fruit_var_0,3,25-47,scienceworld_grow-fruit_var_0,1,11-13
52,"Your task is to grow a apple. This will require growing several plants, and them being crosspollinated to produce fruit.  Seeds can be found in the kitchen. To complete the task, focus on the grown apple.","apple seed, seed jar",take,ACQUIRE,Agent repeatedly failed to take apple seed from seed jar due to ambiguous request and incorrect disambiguation input.,"When prompted with an ambiguous request for 'take [item]', enter the numerical option (e.g., '0') as a separate, immediate action.",VALID_NEXT_TRIAL,scienceworld_grow-fruit_var_0,4,3-47,scienceworld_grow-fruit_var_0,1,11-13
53,"Your task is to grow a apple. This will require growing several plants, and them being crosspollinated to produce fruit.  Seeds can be found in the kitchen. To complete the task, focus on the grown apple.","apple seed, seed jar",take,ACQUIRE,Agent repeatedly failed to take apple seed from seed jar due to ambiguous request and incorrect disambiguation input.,"When prompted with an ambiguous request for 'take [item]', enter the numerical option (e.g., '0') as a separate, immediate action.",VALID_NEXT_TRIAL,scienceworld_grow-fruit_var_0,5,5-101,scienceworld_grow-fruit_var_0,1,11-13
54,"Your task is to grow a apple. This will require growing several plants, and them being crosspollinated to produce fruit.  Seeds can be found in the kitchen. To complete the task, focus on the grown apple.","apple seed, seed jar",take,ACQUIRE,Agent repeatedly failed to take apple seed from seed jar due to ambiguous request and incorrect disambiguation input.,"When prompted with an ambiguous request for 'take [item]', enter the numerical option (e.g., '0') as a separate, immediate action.",VALID_NEXT_TRIAL,scienceworld_grow-fruit_var_0,6,3-101,scienceworld_grow-fruit_var_0,1,11-13
55,"Your task is to grow a apple. This will require growing several plants, and them being crosspollinated to produce fruit.  Seeds can be found in the kitchen. To complete the task, focus on the grown apple.","apple seed, seed jar",take,ACQUIRE,Agent repeatedly failed to take apple seed from seed jar due to ambiguous request and incorrect disambiguation input.,"When prompted with an ambiguous request for 'take [item]', enter the numerical option (e.g., '0') as a separate, immediate action.",VALID_NEXT_TRIAL,scienceworld_grow-fruit_var_0,7,3-89,scienceworld_grow-fruit_var_0,1,11-13
56,"Your task is to grow a apple plant from seed. Seeds can be found in the kitchen. First, focus on a seed. Then, make changes to the environment that grow the plant until it reaches the reproduction life stage.","seed, container",take,ACQUIRE,"Agent repeatedly failed to correctly specify the object to take from a container, leading to 'No known action matches that input' or ambiguous requests.","When taking an item from a container, use the format 'take [item] in [container]' or select the correct number from ambiguous request options.",VALID_SAME_TRIAL,scienceworld_grow-plant_var_0,1,6-14,scienceworld_grow-plant_var_0,1,18-20
57,"Your task is to grow a apple plant from seed. Seeds can be found in the kitchen. First, focus on a seed. Then, make changes to the environment that grow the plant until it reaches the reproduction life stage.",seed,focus,PROCEDURE,Agent failed to correctly respond to an ambiguous request when focusing on an object in inventory.,"When an ambiguous request appears, enter the corresponding number for the intended action immediately.",VALID_SAME_TRIAL,scienceworld_grow-plant_var_0,1,23-24,scienceworld_grow-plant_var_0,1,27-28
58,"Your task is to grow a apple plant from seed. Seeds can be found in the kitchen. First, focus on a seed. Then, make changes to the environment that grow the plant until it reaches the reproduction life stage.",thermometer,look at,MEASURE,Agent attempted to look at a thermometer in the current room when it was located in another room.,Verify the location of measurement tools before attempting to use them; go to the correct room if necessary.,VALID_SAME_TRIAL,scienceworld_grow-plant_var_0,1,37-37,scienceworld_grow-plant_var_0,1,40-44
59,"Your task is to grow a apple plant from seed. Seeds can be found in the kitchen. First, focus on a seed. Then, make changes to the environment that grow the plant until it reaches the reproduction life stage.",sink,activate,PROCEDURE,"Agent attempted to activate a sink to increase temperature, which is not a valid heating method.",Identify appropriate heat sources for temperature control; activating a sink does not increase room temperature.,CANDIDATE,scienceworld_grow-plant_var_0,1,47-47,scienceworld_grow-plant_var_0,1,48-48
60,"Your task is to grow a apple plant from seed. Seeds can be found in the kitchen. First, focus on a seed. Then, make changes to the environment that grow the plant until it reaches the reproduction life stage.",door,close,PROCEDURE,"Agent attempted to close doors to increase room temperature, which is ineffective in this environment.",Closing doors does not affect room temperature; seek explicit heating mechanisms.,CANDIDATE,scienceworld_grow-plant_var_0,1,51-52,scienceworld_grow-plant_var_0,1,56-56
61,"Your task is to grow a apple plant from seed. Seeds can be found in the kitchen. First, focus on a seed. Then, make changes to the environment that grow the plant until it reaches the reproduction life stage.",seed,pick up,ACQUIRE,Agent repeatedly failed to correctly respond to ambiguous requests when picking up a seed.,"When an ambiguous request appears, enter the corresponding number for the intended action immediately, without any intervening actions or blank lines.",VALID_NEXT_TRIAL,scienceworld_grow-plant_var_0,2,5-48,scienceworld_grow-plant_var_0,5,45-46
62,"Your task is to grow a apple plant from seed. Seeds can be found in the kitchen. First, focus on a seed. Then, make changes to the environment that grow the plant until it reaches the reproduction life stage.",seed,focus,PROCEDURE,Agent repeatedly failed to correctly respond to ambiguous requests when focusing on a seed.,"When an ambiguous request appears, enter the corresponding number for the intended action immediately, without any intervening actions or blank lines.",VALID_NEXT_TRIAL,scienceworld_grow-plant_var_0,5,49-49,scienceworld_grow-plant_var_0,1,27-28
63,"Your task is to focus on the 4 life stages of the turtle, starting from earliest to latest.","room, object","look around, look at, open, look in, go to",SEARCH,Agent repeatedly searches empty containers and irrelevant objects across multiple rooms.,"Systematically search all rooms and objects, prioritizing informational items like books, posters, or diagrams.",CANDIDATE,scienceworld_identify-life-stages-1_var_0,1,4-100,scienceworld_identify-life-stages-1_var_0,5,0-100
64,"Your task is to focus on the 4 life stages of the turtle, starting from earliest to latest.","room, object",go to,RECOVER,Agent attempts to go to a room directly without returning to the hallway first.,Always return to the hallway before attempting to navigate to a different room.,VALID_SAME_TRIAL,scienceworld_identify-life-stages-1_var_0,5,100-100,scienceworld_identify-life-stages-1_var_0,5,102-102
65,"Your task is to focus on the 4 life stages of the turtle, starting from earliest to latest.",object,look at,SEARCH,Agent attempts to look at a specific sub-object (white pillow) directly.,Examine the container object first to reveal its contents before attempting to interact with sub-objects.,VALID_SAME_TRIAL,scienceworld_identify-life-stages-1_var_0,5,120-120,scienceworld_identify-life-stages-1_var_0,5,122-122
66,"Your task is to focus on the 4 life stages of the turtle, starting from earliest to latest.",object,look at,SEARCH,"Agent attempts to look at an object with an ambiguous name, requiring disambiguation.","When an object name is ambiguous, specify its location (e.g., 'cup in art studio') to clarify.",VALID_SAME_TRIAL,scienceworld_identify-life-stages-1_var_0,6,100-100,scienceworld_identify-life-stages-1_var_0,6,102-102
67,"Your task is to focus on the life stages of the apple plant, starting from earliest to latest. The plants are located outside.","apple plant, flower pot",focus,PROCEDURE,"Agent focuses on a flower pot containing an apple seed, not an apple plant.","Identify the earliest *plant* stage (seedling) and focus on the object containing it, not just the seed.",VALID_NEXT_TRIAL,scienceworld_identify-life-stages-2_var_0,1,8-8,scienceworld_identify-life-stages-2_var_0,7,8-8
68,"Your task is to focus on the life stages of the apple plant, starting from earliest to latest. The plants are located outside.","apple plant, flower pot",focus,PROCEDURE,"Agent focuses on a flower pot containing a seedling, but it's not the first stage.","The earliest life stage of an apple *plant* is the seedling, but the task requires starting from the earliest *life stage*, which includes the apple seed.",VALID_NEXT_TRIAL,scienceworld_identify-life-stages-2_var_0,2,5-5,scienceworld_identify-life-stages-2_var_0,3,13-13
69,"Your task is to determine which of the two inclined planes (C, B) has the shallowest angle. After completing your experiment, focus on the inclined plane with the shallowest angle.","inclined plane, block","move, look around",MEASURE,Agent moved block to inclined planes but did not observe the result immediately.,"After moving an object to an inclined plane, use 'look around' to observe if the object slid.",VALID_SAME_TRIAL,scienceworld_inclined-plane-determine-angle_var_0,1,10-13,scienceworld_inclined-plane-determine-angle_var_0,1,14-15
70,"Your task is to determine which of the two inclined planes (paper, cloth) has the most friction. After completing your experiment, focus on the inclined plane with the most friction.",room,go to,SEARCH,Agent searched multiple incorrect rooms before finding the correct one.,Systematically explore all available rooms until the required objects are found.,VALID_SAME_TRIAL,scienceworld_inclined-plane-friction-named-surfaces_var_0,1,2-22,scienceworld_inclined-plane-friction-named-surfaces_var_0,1,23-24
