task_type|task_id|task_desc|trial_num|num_steps|result|context_from_retrieval|max_similarity_score|min_similarity_score|num_retrievals|num_candidates|help_calls|help_call_count
pick_and_place_simple|pick_and_place_simple-SaltShaker-None-Drawer-10/trial_T20190909_021613_077537|put a saltshaker in drawer.|1|13|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.5755655570537775}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent repeatedly failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.5755655570537775}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.43041282162561434}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Agent's initial plan or task description used 'put', but 'move' was the successful verb for placing the object."", ""learning"": ""Use 'move' instead of 'put' when placing an object on a surface."", ""task_desc"": ""put some candle on toilet."", ""similarity_score"": 0.4347553875513017}]"|0.5755655570537775|0.43041282162561434|4|2|[]|0
pick_and_place_simple|pick_and_place_simple-SoapBottle-None-Toilet-424/trial_T20190907_004321_405868|put some soapbottle on toilet.|1|14|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Agent tried to go to cabinet 2, but the action had no effect."", ""learning"": ""When 'go' action has no effect, try the intended next action directly, such as 'open' if at the target container."", ""task_desc"": ""put some egg on microwave."", ""similarity_score"": 0.4831773735017144}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Cellphone not found at desk 1."", ""learning"": ""The cellphone was found on bed 2; check bed 2 for the cellphone."", ""task_desc"": ""put a cellphone in armchair."", ""similarity_score"": 0.48584824897582923}, {""goal_phase"": ""ACQUIRE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to acquire an object from a closed cabinet."", ""learning"": ""Open the cabinet before attempting to take items from it."", ""task_desc"": ""put a saltshaker in drawer."", ""similarity_score"": 0.47620874733973406}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.4447293511632827}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to move creditcard to drawer without being at the target location."", ""learning"": ""Go to the target drawer first before attempting to move the object into it."", ""task_desc"": ""put some creditcard on drawer."", ""similarity_score"": 0.4591434820236009}]"|0.48584824897582923|0.4447293511632827|5|0|[]|0
pick_and_place_simple|pick_and_place_simple-Vase-None-Safe-219/trial_T20190908_205204_244321|put a vase in safe.|1|17|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Agent tried to go to cabinet 2, but the action had no effect."", ""learning"": ""When 'go' action has no effect, try the intended next action directly, such as 'open' if at the target container."", ""task_desc"": ""put some egg on microwave."", ""similarity_score"": 0.40539933149166163}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Cellphone not found in initial search locations, requiring extensive exploration."", ""learning"": ""Continue searching all possible container locations until the target object is found."", ""task_desc"": ""put some cellphone on bed."", ""similarity_score"": 0.46285477862776514}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.46379512448470117}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to move creditcard to drawer without being at the target location."", ""learning"": ""Go to the target drawer first before attempting to move the object into it."", ""task_desc"": ""put some creditcard on drawer."", ""similarity_score"": 0.4645877829092791}]"|0.4645877829092791|0.40539933149166163|4|0|[]|0
pick_and_place_simple|pick_and_place_simple-Watch-None-Safe-219/trial_T20190907_074524_006355|put some watch on safe.|1|7|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Candle not found in cabinets 1-4 after opening them."", ""learning"": ""Search other locations like countertop 1 where the candle was found."", ""task_desc"": ""put a candle in toilet."", ""similarity_score"": 0.4049510575442591}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to open drawer 2, the action had no effect."", ""learning"": ""If a container cannot be opened, continue searching for the target object in other locations."", ""task_desc"": ""put a mug in desk."", ""similarity_score"": 0.4292870990789689}, {""goal_phase"": ""ACQUIRE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to acquire an object from a closed cabinet."", ""learning"": ""Open the cabinet before attempting to take items from it."", ""task_desc"": ""put a saltshaker in drawer."", ""similarity_score"": 0.43041282162561434}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.37390410890205256}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to place an object into a closed drawer."", ""learning"": ""Open the drawer before attempting to place an object inside it."", ""task_desc"": ""put a saltshaker in drawer."", ""similarity_score"": 0.43041282162561434}]"|0.43041282162561434|0.37390410890205256|5|0|[]|0
pick_clean_then_place_in_recep|pick_clean_then_place_in_recep-Bowl-None-Cabinet-10/trial_T20190909_061130_844814|clean some bowl and put it in cabinet.|1|23|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Cellphone not found in initial search locations, requiring extensive exploration."", ""learning"": ""Continue searching all possible container locations until the target object is found."", ""task_desc"": ""put some cellphone on bed."", ""similarity_score"": 0.4618289914730603}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Cellphone not found at desk 1."", ""learning"": ""The cellphone was found on bed 2; check bed 2 for the cellphone."", ""task_desc"": ""put a cellphone in armchair."", ""similarity_score"": 0.4705918594524454}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.41739395125132145}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.4490208907102652}]"|0.4705918594524454|0.41739395125132145|4|0|[]|0
pick_clean_then_place_in_recep|pick_clean_then_place_in_recep-Cloth-None-Cabinet-424/trial_T20190908_022321_380927|clean some cloth and put it in cabinet.|1|49|FAIL|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Agent tried to go to cabinet 2, but the action had no effect."", ""learning"": ""When 'go' action has no effect, try the intended next action directly, such as 'open' if at the target container."", ""task_desc"": ""put some egg on microwave."", ""similarity_score"": 0.4232456377490347}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Candle not found in cabinets 1-4 after opening them."", ""learning"": ""Search other locations like countertop 1 where the candle was found."", ""task_desc"": ""put a candle in toilet."", ""similarity_score"": 0.46213220319033105}, {""goal_phase"": ""ACQUIRE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to acquire an object from a closed cabinet."", ""learning"": ""Open the cabinet before attempting to take items from it."", ""task_desc"": ""put a saltshaker in drawer."", ""similarity_score"": 0.5328068700004279}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.42362619613344143}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.46642819028879445}]"|0.5328068700004279|0.4232456377490347|5|0|"[{""step"": 11, ""query"": ""why can't I clean the handtowel?"", ""response"": ""No relevant learnings found for: why can't I clean the handtowel?""}, {""step"": 32, ""query"": ""cannot drop the handtowel"", ""response"": ""Help for issue: \""cannot drop the handtowel\""\nGoal Phase: PLACE\n\nRelevant learnings from past experiences:\n\n1. Similar Issue: Attempted to move creditcard to drawer without being at the target location.\n   Learning: Go to the target drawer first before attempting to move the object into it.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.43)\n\n2. Similar Issue: Used 'put' verb to place creditcard in drawer, but it had no effect.\n   Learning: Use 'move' verb instead of 'put' to place the creditcard in the drawer.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.45)\n\n3. Similar Issue: Used 'put' verb instead of 'move' to place an object.\n   Learning: Use the 'move' verb to place objects into containers or locations.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.45)""}]"|2
pick_clean_then_place_in_recep|pick_clean_then_place_in_recep-Cloth-None-CounterTop-424/trial_T20190908_100632_546757|put a clean cloth in countertop.|1|21|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.4876047622930479}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent repeatedly failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.4876047622930479}, {""goal_phase"": ""ACQUIRE"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to take vase 1 from shelf 10."", ""learning"": ""The agent was never able to successfully take the vase from shelf 10."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.4876047622930479}, {""goal_phase"": ""ACQUIRE"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent repeatedly failed to take vase 1 from shelf 10."", ""learning"": ""The agent was never able to successfully take the vase from shelf 10."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.4876047622930479}, {""goal_phase"": ""PLACE"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent tried to put box 1 in safe 1, but box 1 is not the target vase."", ""learning"": ""Only attempt to place the correct target object into the destination."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.4876047622930479}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.39539987076736044}]"|0.4876047622930479|0.39539987076736044|6|5|"[{""step"": 7, ""query"": ""how to clean handtowel"", ""response"": ""No relevant learnings found for: how to clean handtowel""}]"|1
pick_clean_then_place_in_recep|pick_clean_then_place_in_recep-Egg-None-Microwave-10/trial_T20190909_120554_888709|clean some egg and put it in microwave.|1|12|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.41771472895612793}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent repeatedly failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.41771472895612793}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.31097241983389884}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Agent tried to put object in a location without being at that location."", ""learning"": ""Go to the target location before attempting to place an object there."", ""task_desc"": ""put a pencil in shelf."", ""similarity_score"": 0.3379477701848788}]"|0.41771472895612793|0.31097241983389884|4|2|[]|0
pick_clean_then_place_in_recep|pick_clean_then_place_in_recep-Knife-None-CounterTop-10/trial_T20190909_110347_624008|clean some knife and put it in countertop.|1|23|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.521683209979777}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Book not found in initial search locations like drawers, coffeetable, or sidetables 1 and 2."", ""learning"": ""Expand search to other common locations for books, such as sidetable 3, to acquire the object."", ""task_desc"": ""put a book in sofa."", ""similarity_score"": 0.42436686126177325}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.34699806880652456}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.47050906269859993}]"|0.521683209979777|0.34699806880652456|4|1|[]|0
pick_clean_then_place_in_recep|pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_221208_560499|put a clean mug in coffeemachine.|1|40|FAIL|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to open drawer 3, but it was a surface, not a container."", ""learning"": ""Verify if an object is a container before attempting to open it."", ""task_desc"": ""put some book on sidetable."", ""similarity_score"": 0.43459188706604723}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Attempted to open drawer 4, but it was a surface, not a container."", ""learning"": ""Verify if an object is a container before attempting to open it."", ""task_desc"": ""put some book on sidetable."", ""similarity_score"": 0.43459188706604723}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.32625153704303}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.37912864799259816}]"|0.43459188706604723|0.32625153704303|4|0|"[{""step"": 8, ""query"": ""cannot clean mug with sinkbasin"", ""response"": ""No relevant learnings found for: cannot clean mug with sinkbasin""}, {""step"": 17, ""query"": ""cannot place mug in coffeemachine"", ""response"": ""Help for issue: \""cannot place mug in coffeemachine\""\nGoal Phase: PLACE\n\nRelevant learnings from past experiences:\n\n1. Similar Issue: Agent's initial plan or task description used 'put', but 'move' was the successful verb for placing the object.\n   Learning: Use 'move' instead of 'put' when placing an object on a surface.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.40)\n\n2. Similar Issue: Used 'put' verb to place candle in cart, but it had no effect.\n   Learning: The correct verb to place the candle in the cart was 'move'.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.45)\n\n3. Similar Issue: Used 'put' verb instead of 'move' to place an object.\n   Learning: Use the 'move' verb to place objects into containers or locations.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.46)""}]"|2
pick_clean_then_place_in_recep|pick_clean_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_032434_013084|clean some pan and put it in countertop.|1|16|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.4913842906019756}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent repeatedly failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.4913842906019756}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.3554388526118582}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.4484892852365553}]"|0.4913842906019756|0.3554388526118582|4|2|"[{""step"": 14, ""query"": ""cannot place pan on countertop"", ""response"": ""Help for issue: \""cannot place pan on countertop\""\nGoal Phase: PLACE\n\nRelevant learnings from past experiences:\n\n1. Similar Issue: Agent tried to put box 1 in safe 1, but box 1 is not the target vase.\n   Learning: Only attempt to place the correct target object into the destination.\n   (Validation: CANDIDATE, Similarity: 0.40)\n\n2. Similar Issue: Used 'put' verb to place candle in cart, but it had no effect.\n   Learning: The correct verb to place the candle in the cart was 'move'.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.42)\n\n3. Similar Issue: Agent's initial plan or task description used 'put', but 'move' was the successful verb for placing the object.\n   Learning: Use 'move' instead of 'put' when placing an object on a surface.\n   (Validation: VALID_SAME_TRIAL, Similarity: 0.42)""}]"|1
pick_clean_then_place_in_recep|pick_clean_then_place_in_recep-Plate-None-CounterTop-10/trial_T20190908_213356_017769|put a clean plate in countertop.|1|9|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.5321859965028536}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent repeatedly failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.5321859965028536}, {""goal_phase"": ""ACQUIRE"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to take vase 1 from shelf 10."", ""learning"": ""The agent was never able to successfully take the vase from shelf 10."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.5321859965028536}, {""goal_phase"": ""PLACE"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent tried to put box 1 in safe 1, but box 1 is not the target vase."", ""learning"": ""Only attempt to place the correct target object into the destination."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.5321859965028536}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.3857470785446775}]"|0.5321859965028536|0.3857470785446775|5|4|[]|0
pick_clean_then_place_in_recep|pick_clean_then_place_in_recep-SoapBar-None-Cabinet-424/trial_T20190908_214926_337906|clean some soapbar and put it in cabinet.|1|22|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Agent tried to go to cabinet 2, but the action had no effect."", ""learning"": ""When 'go' action has no effect, try the intended next action directly, such as 'open' if at the target container."", ""task_desc"": ""put some egg on microwave."", ""similarity_score"": 0.3955769746940364}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Cellphone not found at desk 1."", ""learning"": ""The cellphone was found on bed 2; check bed 2 for the cellphone."", ""task_desc"": ""put a cellphone in armchair."", ""similarity_score"": 0.44222076545664063}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.4373989030242672}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.46113112070609485}]"|0.46113112070609485|0.3955769746940364|4|0|[]|0
pick_clean_then_place_in_recep|pick_clean_then_place_in_recep-SoapBar-None-CounterTop-424/trial_T20190907_074045_109439|put a clean soapbar in countertop.|1|11|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.47971415531579487}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent repeatedly failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.47971415531579487}, {""goal_phase"": ""ACQUIRE"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to take vase 1 from shelf 10."", ""learning"": ""The agent was never able to successfully take the vase from shelf 10."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.47971415531579487}, {""goal_phase"": ""PLACE"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent tried to put box 1 in safe 1, but box 1 is not the target vase."", ""learning"": ""Only attempt to place the correct target object into the destination."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.47971415531579487}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.42168601801789524}]"|0.47971415531579487|0.42168601801789524|5|4|[]|0
pick_clean_then_place_in_recep|pick_clean_then_place_in_recep-Spatula-None-Drawer-10/trial_T20190907_080730_211959|put a clean spatula in drawer.|1|23|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Cellphone not found at desk 1."", ""learning"": ""The cellphone was found on bed 2; check bed 2 for the cellphone."", ""task_desc"": ""put a cellphone in armchair."", ""similarity_score"": 0.4020313172011847}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Cellphone not found at desk 2."", ""learning"": ""The cellphone was found on bed 2; check bed 2 for the cellphone."", ""task_desc"": ""put a cellphone in armchair."", ""similarity_score"": 0.4020313172011847}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.4012511937852316}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.4142693516297265}]"|0.4142693516297265|0.4012511937852316|4|0|[]|0
pick_cool_then_place_in_recep|pick_cool_then_place_in_recep-Bread-None-CounterTop-10/trial_T20190908_091747_866951|put a cool bread in countertop.|1|28|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.4903314572664871}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent repeatedly failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.4903314572664871}, {""goal_phase"": ""ACQUIRE"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to take vase 1 from shelf 10."", ""learning"": ""The agent was never able to successfully take the vase from shelf 10."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.4903314572664871}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.3654463669973295}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Agent's initial plan or task description used 'put', but 'move' was the successful verb for placing the object."", ""learning"": ""Use 'move' instead of 'put' when placing an object on a surface."", ""task_desc"": ""put some candle on toilet."", ""similarity_score"": 0.4365332796064843}]"|0.4903314572664871|0.3654463669973295|5|3|[]|0
pick_cool_then_place_in_recep|pick_cool_then_place_in_recep-Lettuce-None-CounterTop-10/trial_T20190909_123133_763972|cool some lettuce and put it in countertop.|1|30|SUCCESS|"[{""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.4344992962445917}, {""goal_phase"": ""SEARCH"", ""valid_level"": ""CANDIDATE"", ""issue"": ""Agent repeatedly failed to go to cabinet 2."", ""learning"": ""The agent was never able to successfully go to cabinet 2 in any trial."", ""task_desc"": ""put a vase in safe."", ""similarity_score"": 0.4344992962445917}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Used 'put' verb to place candle in cart, but it had no effect."", ""learning"": ""The correct verb to place the candle in the cart was 'move'."", ""task_desc"": ""put a candle in cart."", ""similarity_score"": 0.32757856124772705}, {""goal_phase"": ""PLACE"", ""valid_level"": ""VALID_SAME_TRIAL"", ""issue"": ""Failed to place watch into safe because the safe was closed."", ""learning"": ""Open the safe before attempting to place the watch inside."", ""task_desc"": ""put some watch on safe."", ""similarity_score"": 0.3889122170079166}]"|0.4344992962445917|0.32757856124772705|4|2|[]|0
