variant,task_id,task_desc,react_success,variant_success,react_reward,variant_reward,delta_reward,react_steps,variant_steps,help_calls,status,failure_mode,react_final_sql,variant_final_sql,variant_memories
hard-neg CR+TR,sql_49,list all cartoon titles and their directors ordered by their air date,1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,"SELECT Title, Directed_by FROM cartoon ORDER BY Original_air_date","SELECT Title, Directed_by FROM cartoon ORDER BY Original_air_date;",34 (0.435): What is the total number of countries where Spanish is spoken by the largest ... | issue=Incorrect logic to identify countries where Spanish is the most spoken language. | learning=Use a subquery to find the maximum percentage for each country and filter for Spanish. || 129 (0.438): Which unique cities are in Asian countries where Chinese is the official lang... | issue=Incorrect value for 'IsOfficial' column in WHERE clause. | learning=Use 'T' for true and 'F' for false when filtering the 'IsOfficial' column.
hard-neg CR+TR,sql_52,What are the names of all cartoons directed by Ben Jones?,1,1,1.0000,1.0000,+0.0000,6,5,0,same,unchanged,SELECT Title FROM cartoon WHERE Directed_by = 'Ben Jones';,SELECT Title FROM cartoon WHERE Directed_by = 'Ben Jones';,"219 (0.384): What is the first name, country code, and birth date of the player with the m... | issue=Initial query for max ranking points returned empty result set due to empty table. | learning=Verify table content (e.g., COUNT(*)) before assuming data presence for queries. || 220 (0.384): What is the first name, country code, and birth date of the player with the m... | issue=Querying for max winner_rank_points in 'matches' returned None, indicating all NULLs. | learning=Check for non-NULL values in columns (e.g., WHERE column IS NOT NULL) before assuming data. || 221 (0.384): What is the first name, country code, and birth date of the player with the m... | issue=Misunderstanding of data availability; assumed relevant data existed in tables. | learning=Thoroughly explore schema and data content (e.g., COUNT(*), SELECT ... IS NOT NULL) to confirm data availability."
hard-neg CR+TR,sql_63,Which country has the most of TV Channels? List the country and number of TV Channels it has.,1,1,1.0000,1.0000,+0.0000,5,6,0,same,neutral_query_change,"SELECT Country, COUNT(*) AS number_of_tv_channels FROM tv_channel GROUP BY Country ORDER BY number_of_tv_channels DESC LIMIT 1","SELECT Country, COUNT(*) AS number_of_tv_channels FROM tv_channel GROUP BY Country ORDER BY number_of_tv_channels DESC LIMIT 1;","57 (0.446): What are each professional's first name and description of the treatment they... | issue=The initial query returned duplicate rows for professionals and their treatments. | learning=Use DISTINCT to eliminate duplicate rows when a professional performs multiple treatments of the same type. || 58 (0.446): What are each professional's first name and description of the treatment they... | issue=Attempted to execute an incomplete SELECT statement, resulting in a syntax error. | learning=Ensure SELECT statements are complete with columns and FROM clause before execution. || 175 (0.448): Find the average grade of all students who have some friends. | issue=Incomplete JOIN condition, only considering one side of friendship. | learning=Ensure JOIN condition covers all relevant relationships (e.g., student as ID1 OR ID2 in friend table)."
hard-neg CR+TR,sql_65,What are the names of the singers who performed in a concert in 2014?,0,0,0.8300,0.8300,+0.0000,9,6,0,same,neutral_query_change,SELECT DISTINCT s.Name FROM singer AS s JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID JOIN concert AS c ON sic.concert_ID = c.concert_ID WHERE c.Year = '2014',SELECT DISTINCT s.Name FROM singer AS s JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID JOIN concert AS c ON sic.concert_ID = c.concert_ID WHERE c.Year = '2014';,"151 (0.425): Give the average life expectancy for countries in Africa which are republics? | issue=Incorrectly using LIKE '%Republic%' instead of '=' for GovernmentForm. | learning=Use exact string matching with '=' when the value is known to be precise, not LIKE. || 85 (0.428): What is the average life expectancy in African countries that are republics? | issue=Incorrectly using LIKE for exact string matching on GovernmentForm. | learning=Use the exact equality operator (=) for precise string matching when the value is known."
hard-neg CR+TR,sql_66,Show the stadium name and the number of concerts in each stadium.,1,0,1.0000,0.5600,-0.4400,8,5,0,regression,prompt-only join inclusivity drift,"SELECT s.Name, COUNT(c.concert_ID) AS num_concerts FROM stadium AS s JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID GROUP BY s.Name","SELECT s.Name, COUNT(c.concert_ID) AS number_of_concerts FROM stadium AS s LEFT JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID GROUP BY s.Stadium_ID, s.Name",272 (0.460): What is the official language used in the country the name of whose head of s... | issue=Misinterpretation of 'the official language' when multiple official languages exist. | learning=Re-evaluate query results and problem statement to identify the most appropriate answer. || 85 (0.469): What is the average life expectancy in African countries that are republics? | issue=Incorrectly using LIKE for exact string matching on GovernmentForm. | learning=Use the exact equality operator (=) for precise string matching when the value is known. || 88 (0.470): What languages are only used by a single country with a republic government? | issue=Incorrect aggregation logic for counting distinct countries per language. | learning=Use COUNT(T2.CountryCode) instead of COUNT(DISTINCT T1.Code) in HAVING clause for correct aggregation.
hard-neg CR+TR,sql_72,"What is the average, minimum, and maximum age of all singers from France?",1,1,1.0000,1.0000,+0.0000,6,4,0,same,unchanged,"SELECT AVG(Age) AS average_age, MIN(Age) AS minimum_age, MAX(Age) AS maximum_age FROM singer WHERE Country = 'France';","SELECT AVG(Age) AS average_age, MIN(Age) AS minimum_age, MAX(Age) AS maximum_age FROM singer WHERE Country = 'France';",
hard-neg CR+TR,sql_73,How many flights depart from City 'Aberdeen' and have destination City 'Ashley'?,1,1,1.0000,1.0000,+0.0000,7,6,0,same,unchanged,SELECT COUNT(*) AS num_flights FROM flights f JOIN airports a1 ON f.SourceAirport = a1.AirportCode JOIN airports a2 ON f.DestAirport = a2.AirportCode WHERE a1.City = 'Aberdeen' AND a2.City = 'Ashley';,SELECT COUNT(*) AS num_flights FROM flights f JOIN airports a1 ON f.SourceAirport = a1.AirportCode JOIN airports a2 ON f.DestAirport = a2.AirportCode WHERE a1.City = 'Aberdeen' AND a2.City = 'Ashley';,"272 (0.426): What is the official language used in the country the name of whose head of s... | issue=Misinterpretation of 'the official language' when multiple official languages exist. | learning=Re-evaluate query results and problem statement to identify the most appropriate answer. || 34 (0.439): What is the total number of countries where Spanish is spoken by the largest ... | issue=Incorrect logic to identify countries where Spanish is the most spoken language. | learning=Use a subquery to find the maximum percentage for each country and filter for Spanish. || 151 (0.455): Give the average life expectancy for countries in Africa which are republics? | issue=Incorrectly using LIKE '%Republic%' instead of '=' for GovernmentForm. | learning=Use exact string matching with '=' when the value is known to be precise, not LIKE."
hard-neg CR+TR,sql_81,Find all airlines that have flights from both airports 'APG' and 'CVO'.,1,1,1.0000,1.0000,+0.0000,13,10,0,same,unchanged,"SELECT a.Airline FROM airlines AS a JOIN flights AS f ON a.uid = f.Airline WHERE f.SourceAirport IN ('APG', 'CVO') GROUP BY a.uid, a.Airline HAVING COUNT(DISTINCT f.SourceAirport) = 2;","SELECT a.Airline FROM airlines AS a JOIN flights AS f ON a.uid = f.Airline WHERE f.SourceAirport IN ('APG', 'CVO') GROUP BY a.uid, a.Airline HAVING COUNT(DISTINCT f.SourceAirport) = 2;","151 (0.426): Give the average life expectancy for countries in Africa which are republics? | issue=Incorrectly using LIKE '%Republic%' instead of '=' for GovernmentForm. | learning=Use exact string matching with '=' when the value is known to be precise, not LIKE. || 85 (0.429): What is the average life expectancy in African countries that are republics? | issue=Incorrectly using LIKE for exact string matching on GovernmentForm. | learning=Use the exact equality operator (=) for precise string matching when the value is known. || 272 (0.445): What is the official language used in the country the name of whose head of s... | issue=Misinterpretation of 'the official language' when multiple official languages exist. | learning=Re-evaluate query results and problem statement to identify the most appropriate answer."
hard-neg CR+TR,sql_84,List the language used least number of TV Channel. List language and number of TV Channel.,1,1,1.0000,1.0000,+0.0000,7,4,0,same,neutral_query_change,"SELECT Language, COUNT(*) AS number_of_tv_channel FROM tv_channel GROUP BY Language HAVING COUNT(*) = ( SELECT MIN(lang_count) FROM ( SELECT COUNT(*) AS lang_count FROM tv_channel GROUP BY Language ) AS counts )","SELECT Language, COUNT(*) AS number_of_tv_channel FROM tv_channel GROUP BY Language HAVING COUNT(*) = ( SELECT MIN(channel_count) FROM ( SELECT COUNT(*) AS channel_count FROM tv_channel GROUP BY Language ) AS counts );","85 (0.463): What is the average life expectancy in African countries that are republics? | issue=Incorrectly using LIKE for exact string matching on GovernmentForm. | learning=Use the exact equality operator (=) for precise string matching when the value is known. || 151 (0.465): Give the average life expectancy for countries in Africa which are republics? | issue=Incorrectly using LIKE '%Republic%' instead of '=' for GovernmentForm. | learning=Use exact string matching with '=' when the value is known to be precise, not LIKE."
hard-neg CR+TR,sql_91,What are the package options and the name of the series for the TV Channel that supports high definition TV?,1,1,1.0000,1.0000,+0.0000,6,5,0,same,neutral_query_change,"SELECT Package_Option, series_name FROM tv_channel WHERE Hight_definition_TV = 'Yes'","SELECT Package_Option, series_name FROM tv_channel WHERE Hight_definition_TV = 'yes';","151 (0.449): Give the average life expectancy for countries in Africa which are republics? | issue=Incorrectly using LIKE '%Republic%' instead of '=' for GovernmentForm. | learning=Use exact string matching with '=' when the value is known to be precise, not LIKE. || 85 (0.455): What is the average life expectancy in African countries that are republics? | issue=Incorrectly using LIKE for exact string matching on GovernmentForm. | learning=Use the exact equality operator (=) for precise string matching when the value is known."
hard-neg CR+TR,sql_98,What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,1,1,1.0000,1.0000,+0.0000,6,3,0,same,neutral_query_change,"SELECT Title FROM cartoon WHERE Directed_by IN ('Ben Jones', 'Brandon Vietti');",SELECT Title FROM cartoon WHERE Directed_by = 'Ben Jones' OR Directed_by = 'Brandon Vietti';,"151 (0.395): Give the average life expectancy for countries in Africa which are republics? | issue=Incorrectly using LIKE '%Republic%' instead of '=' for GovernmentForm. | learning=Use exact string matching with '=' when the value is known to be precise, not LIKE."
hard-neg CR+TR,sql_113,"Show name, country, age for all singers ordered by age from the oldest to the youngest.",1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,"SELECT Name, Country, Age FROM singer ORDER BY Age DESC","SELECT Name, Country, Age FROM singer ORDER BY Age DESC;","49 (0.479): How many countries have a republic as their form of government? | issue=Incorrect filtering logic using LIKE instead of exact match for 'Republic'. | learning=Use an exact match with '=' when the entire string value is known, instead of LIKE for specific values. || 129 (0.483): Which unique cities are in Asian countries where Chinese is the official lang... | issue=Incorrect value for 'IsOfficial' column in WHERE clause. | learning=Use 'T' for true and 'F' for false when filtering the 'IsOfficial' column."
hard-neg CR+TR,sql_117,Which airlines have less than 200 flights?,1,1,1.0000,1.0000,+0.0000,8,6,0,same,neutral_query_change,"SELECT a.Airline FROM airlines AS a JOIN flights AS f ON a.uid = f.Airline GROUP BY a.uid, a.Airline HAVING COUNT(*) < 200","SELECT a.Airline FROM airlines AS a JOIN flights AS f ON a.uid = f.Airline GROUP BY a.uid, a.Airline HAVING COUNT(*) < 200;",272 (0.419): What is the official language used in the country the name of whose head of s... | issue=Misinterpretation of 'the official language' when multiple official languages exist. | learning=Re-evaluate query results and problem statement to identify the most appropriate answer.
hard-neg CR+TR,sql_120,find the pixel aspect ratio and nation of the tv channels that do not use English.,1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,"SELECT Pixel_aspect_ratio_PAR, Country FROM tv_channel WHERE Language != 'English'","SELECT Pixel_aspect_ratio_PAR, Country FROM tv_channel WHERE Language != 'English';",
hard-neg CR+TR,sql_127,What is the name and capacity of the stadium with the most concerts after 2013 ?,1,1,1.0000,1.0000,+0.0000,9,6,0,same,neutral_query_change,"SELECT s.Name, s.Capacity FROM stadium AS s JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID WHERE CAST(c.Year AS SIGNED) > 2013 GROUP BY s.Stadium_ID, s.Name, s.Capacity ORDER BY COUNT(*) DESC LIMIT 1;","SELECT s.Name, s.Capacity FROM stadium AS s JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID WHERE c.Year > '2013' GROUP BY s.Stadium_ID, s.Name, s.Capacity ORDER BY COUNT(*) DESC LIMIT 1;","151 (0.413): Give the average life expectancy for countries in Africa which are republics? | issue=Incorrectly using LIKE '%Republic%' instead of '=' for GovernmentForm. | learning=Use exact string matching with '=' when the value is known to be precise, not LIKE. || 85 (0.414): What is the average life expectancy in African countries that are republics? | issue=Incorrectly using LIKE for exact string matching on GovernmentForm. | learning=Use the exact equality operator (=) for precise string matching when the value is known."
hard-neg CR+TR,sql_131,Find the number of cartoons directed by each of the listed directors.,0,0,0.0000,0.0000,+0.0000,6,5,0,same,unchanged,"SELECT Directed_by, COUNT(*) AS num_cartoons FROM cartoon GROUP BY Directed_by;","SELECT Directed_by, COUNT(*) AS num_cartoons FROM cartoon GROUP BY Directed_by;","129 (0.457): Which unique cities are in Asian countries where Chinese is the official lang... | issue=Incorrect value for 'IsOfficial' column in WHERE clause. | learning=Use 'T' for true and 'F' for false when filtering the 'IsOfficial' column. || 74 (0.468): What is the most populace city that speaks English? | issue=Missing filter for official language, leading to an incorrect result. | learning=Add `AND T3.IsOfficial = 'T'` to the WHERE clause to filter for official languages. || 75 (0.468): What is the most populace city that speaks English? | issue=Missing join with the `country` table, potentially affecting language filtering. | learning=Include `JOIN country AS T2 ON T1.CountryCode = T2.Code` to ensure correct country-language mapping."
hard-neg CR+TR,sql_139,What is the age and hometown of every teacher?,1,1,1.0000,1.0000,+0.0000,6,3,0,same,neutral_query_change,"SELECT Age, Hometown FROM teacher","SELECT Age, Hometown FROM teacher;","34 (0.458): What is the total number of countries where Spanish is spoken by the largest ... | issue=Incorrect logic to identify countries where Spanish is the most spoken language. | learning=Use a subquery to find the maximum percentage for each country and filter for Spanish. || 272 (0.463): What is the official language used in the country the name of whose head of s... | issue=Misinterpretation of 'the official language' when multiple official languages exist. | learning=Re-evaluate query results and problem statement to identify the most appropriate answer. || 49 (0.468): How many countries have a republic as their form of government? | issue=Incorrect filtering logic using LIKE instead of exact match for 'Republic'. | learning=Use an exact match with '=' when the entire string value is known, instead of LIKE for specific values."
hard-neg CR+TR,sql_144,Which city is the most frequent source airport?,1,1,1.0000,1.0000,+0.0000,8,5,0,same,neutral_query_change,SELECT a.City FROM flights f JOIN airports a ON f.SourceAirport = a.AirportCode GROUP BY a.City ORDER BY COUNT(*) DESC LIMIT 1,SELECT a.City FROM flights AS f JOIN airports AS a ON f.SourceAirport = a.AirportCode GROUP BY a.City ORDER BY COUNT(*) DESC LIMIT 1;,"61 (0.441): What are the last name of the students who live in North Carolina but have no... | issue=Incorrect state name used in WHERE clause ('NC' instead of 'NorthCarolina'). | learning=Explore distinct values in relevant columns to identify correct string literals for filtering. || 151 (0.444): Give the average life expectancy for countries in Africa which are republics? | issue=Incorrectly using LIKE '%Republic%' instead of '=' for GovernmentForm. | learning=Use exact string matching with '=' when the value is known to be precise, not LIKE."
hard-neg CR+TR,sql_146,What is the name and capacity for the stadium with the highest average attendance?,1,1,1.0000,1.0000,+0.0000,8,3,0,same,neutral_query_change,"SELECT Name, Capacity FROM stadium WHERE Average = (SELECT MAX(Average) FROM stadium);","SELECT Name, Capacity FROM stadium WHERE Average = (SELECT MAX(Average) FROM stadium)",129 (0.432): Which unique cities are in Asian countries where Chinese is the official lang... | issue=Incorrect value for 'IsOfficial' column in WHERE clause. | learning=Use 'T' for true and 'F' for false when filtering the 'IsOfficial' column.
hard-neg CR+TR,sql_147,"List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"".",1,1,1.0000,1.0000,+0.0000,8,6,0,same,neutral_query_change,SELECT cartoon.Title FROM cartoon JOIN tv_channel ON cartoon.Channel = tv_channel.id WHERE tv_channel.series_name = 'Sky Radio';,SELECT c.Title FROM cartoon AS c JOIN tv_channel AS t ON c.Channel = t.id WHERE t.series_name = 'Sky Radio';,"85 (0.424): What is the average life expectancy in African countries that are republics? | issue=Incorrectly using LIKE for exact string matching on GovernmentForm. | learning=Use the exact equality operator (=) for precise string matching when the value is known. || 151 (0.427): Give the average life expectancy for countries in Africa which are republics? | issue=Incorrectly using LIKE '%Republic%' instead of '=' for GovernmentForm. | learning=Use exact string matching with '=' when the value is known to be precise, not LIKE."
hard-neg CR+TR,sql_148,What are the opening year and staff number of the museum named Plaza Museum?,0,0,0.0000,0.0000,+0.0000,5,5,0,same,unchanged,"SELECT Open_Year, Num_of_Staff FROM museum WHERE Name = 'Plaza Museum';","SELECT Open_Year, Num_of_Staff FROM museum WHERE Name = 'Plaza Museum';","112 (0.421): Find the minimum grade of students who have no friends. | issue=Initial query to find students without friends returned no results, leading to a 'None'... | learning=The query correctly identified that no students exist without friends, so 'None' is the expected output. || 60 (0.427): Find the last name of the students who currently live in the state of North C... | issue=Assuming data exists for a specific filter condition (North Carolina). | learning=When a query returns an empty result, verify intermediate conditions (e.g., existence of students in 'North Carolina'..."
hard-neg CR+TR,sql_162,What are the ids of the TV channels that do not have any cartoons directed by Ben Jones?,1,1,1.0000,1.0000,+0.0000,9,5,0,same,neutral_query_change,SELECT id FROM tv_channel WHERE id NOT IN ( SELECT Channel FROM cartoon WHERE Directed_by = 'Ben Jones' ),SELECT id FROM tv_channel WHERE id NOT IN ( SELECT Channel FROM cartoon WHERE Directed_by = 'Ben Jones' AND Channel IS NOT NULL );,
hard-neg CR+TR,sql_163,Which city has most number of arriving flights?,1,1,1.0000,1.0000,+0.0000,7,5,0,same,neutral_query_change,SELECT a.City FROM flights f JOIN airports a ON f.DestAirport = a.AirportCode GROUP BY a.City ORDER BY COUNT(*) DESC LIMIT 1;,SELECT a.City FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode GROUP BY a.City ORDER BY COUNT(*) DESC LIMIT 1;,"61 (0.444): What are the last name of the students who live in North Carolina but have no... | issue=Incorrect state name used in WHERE clause ('NC' instead of 'NorthCarolina'). | learning=Explore distinct values in relevant columns to identify correct string literals for filtering. || 60 (0.457): Find the last name of the students who currently live in the state of North C... | issue=Assuming data exists for a specific filter condition (North Carolina). | learning=When a query returns an empty result, verify intermediate conditions (e.g., existence of students in 'North Carolina'..."
hard-neg CR+TR,sql_181,Which city has the most frequent destination airport?,0,0,0.0000,0.0000,+0.0000,8,9,0,same,neutral_query_change,"SELECT a.City FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode GROUP BY f.DestAirport, a.City ORDER BY COUNT(*) DESC LIMIT 1","SELECT a.City FROM flights f JOIN airports a ON f.DestAirport = a.AirportCode GROUP BY a.AirportCode, a.City ORDER BY COUNT(*) DESC LIMIT 1;","61 (0.431): What are the last name of the students who live in North Carolina but have no... | issue=Incorrect state name used in WHERE clause ('NC' instead of 'NorthCarolina'). | learning=Explore distinct values in relevant columns to identify correct string literals for filtering. || 151 (0.432): Give the average life expectancy for countries in Africa which are republics? | issue=Incorrectly using LIKE '%Republic%' instead of '=' for GovernmentForm. | learning=Use exact string matching with '=' when the value is known to be precise, not LIKE."
hard-neg CR+TR,sql_185,What are the death and injury situations caused by the ship with tonnage 't'?,1,1,1.0000,1.0000,+0.0000,8,6,0,same,unchanged,"SELECT d.killed, d.injured FROM death AS d JOIN ship AS s ON d.caused_by_ship_id = s.id WHERE s.tonnage = 't';","SELECT d.killed, d.injured FROM death AS d JOIN ship AS s ON d.caused_by_ship_id = s.id WHERE s.tonnage = 't';","205 (0.450): Which language is the most popular on the Asian continent? | issue=Incorrectly assuming `Percentage` column directly represents popularity across countries. | learning=Aggregate `Percentage` by `Language` across all Asian countries to find overall popularity. || 49 (0.450): How many countries have a republic as their form of government? | issue=Incorrect filtering logic using LIKE instead of exact match for 'Republic'. | learning=Use an exact match with '=' when the entire string value is known, instead of LIKE for specific values."
hard-neg CR+TR,sql_186,How many flights does airline 'JetBlue Airways' have?,1,1,1.0000,1.0000,+0.0000,8,14,0,same,neutral_query_change,SELECT COUNT(*) AS num_flights FROM flights AS f JOIN airlines AS a ON f.Airline = a.uid WHERE a.Airline = 'JetBlue Airways';,SELECT COUNT(*) AS num_flights FROM flights f JOIN airlines a ON f.Airline = a.uid WHERE a.Airline = 'JetBlue Airways';,
hard-neg CR+TR,sql_193,List each language and the number of TV Channels using it.,1,1,1.0000,1.0000,+0.0000,6,5,0,same,neutral_query_change,"SELECT Language, COUNT(*) AS number_of_tv_channels FROM tv_channel GROUP BY Language","SELECT Language, COUNT(*) AS number_of_tv_channels FROM tv_channel GROUP BY Language;",61 (0.491): What are the last name of the students who live in North Carolina but have no... | issue=Incorrect state name used in WHERE clause ('NC' instead of 'NorthCarolina'). | learning=Explore distinct values in relevant columns to identify correct string literals for filtering.
