unique_id,task_desc,obj_type,verbs,goal_phase,issue_text,learning_text,valid_level,issue_task_id,issue_trial_num,issue_step_range,evidence_task_id,evidence_trial_num,evidence_step_range
41,"Your task is to measure the melting point of solid unknown substance C, which is located around the kitchen. First, focus on the thermometer. Next, focus on the solid unknown substance C. If the melting point of solid unknown substance C is above 150.0 degrees celsius, focus on the orange box. If the melting point of solid unknown substance C is below 150.0 degrees celsius, focus on the yellow box. The boxes are located around the kitchen.","thermometer, solid unknown substance","focus, use",PROCEDURE,Agent focused on substance and thermometer but did not measure melting point.,"After focusing on the thermometer and substance, use the thermometer on the substance to measure its melting point.",VALID_NEXT_TRIAL,scienceworld_measure-melting-point-unknown-substance_var_0,1,4-7,scienceworld_measure-melting-point-unknown-substance_var_0,2,8-9
42,"Your task is to measure the melting point of solid unknown substance C, which is located around the kitchen. First, focus on the thermometer. Next, focus on the solid unknown substance C. If the melting point of solid unknown substance C is above 150.0 degrees celsius, focus on the orange box. If the melting point of solid unknown substance C is below 150.0 degrees celsius, focus on the yellow box. The boxes are located around the kitchen.",solid unknown substance,think,MEASURE,Agent incorrectly assumed melting point without measurement.,Do not assume the melting point; always perform the measurement action with the thermometer.,VALID_NEXT_TRIAL,scienceworld_measure-melting-point-unknown-substance_var_0,1,6-7,scienceworld_measure-melting-point-unknown-substance_var_0,2,8-9
43,"Your task is to determine whether blue seed color is a dominant or recessive trait in the unknown E plant. If the trait is dominant, focus on the red box. If the trait is recessive, focus on the green box.","seed, flower pot",plant,PROCEDURE,Attempted to plant seed with incorrect action phrasing.,Use the action 'put [seed] in [flower pot]' to plant seeds.,VALID_SAME_TRIAL,scienceworld_mendelian-genetics-unknown-plant_var_0,1,10-16,scienceworld_mendelian-genetics-unknown-plant_var_0,1,18-19
44,"Your task is to determine whether blue seed color is a dominant or recessive trait in the unknown E plant. If the trait is dominant, focus on the red box. If the trait is recessive, focus on the green box.","jug, sink, water",fill,ACQUIRE,Attempted to fill jug with water using incorrect action phrasing.,"To fill the jug, first 'activate sink', then 'put jug in sink', then 'take jug'.",VALID_NEXT_TRIAL,scienceworld_mendelian-genetics-unknown-plant_var_0,1,22-47,scienceworld_mendelian-genetics-unknown-plant_var_0,2,10-11
45,"Your task is to determine whether blue seed color is a dominant or recessive trait in the unknown E plant. If the trait is dominant, focus on the red box. If the trait is recessive, focus on the green box.","jug, flower pot, water","water, pour",PROCEDURE,Attempted to water plant with incorrect action phrasing.,Use the action 'pour jug into [flower pot]' to water the plant.,VALID_NEXT_TRIAL,scienceworld_mendelian-genetics-unknown-plant_var_0,2,14-20,scienceworld_mendelian-genetics-unknown-plant_var_0,4,28-29
46,"Your task is to determine whether blue seed color is a dominant or recessive trait in the unknown E plant. If the trait is dominant, focus on the red box. If the trait is recessive, focus on the green box.","jug, flower pot","move, take",PROCEDURE,"Incorrectly used 'move jug to flower pot' to water, then struggled to retrieve it.","Do not 'move jug to flower pot' to water; use 'pour jug into flower pot'. To retrieve an item from a container, use 'take [item]'.",VALID_NEXT_TRIAL,scienceworld_mendelian-genetics-unknown-plant_var_0,2,22-23,scienceworld_mendelian-genetics-unknown-plant_var_0,4,28-29
47,"Your task is to determine whether blue seed color is a dominant or recessive trait in the unknown E plant. If the trait is dominant, focus on the red box. If the trait is recessive, focus on the green box.","plant, flower pot","look around, look at",VERIFY,Repeatedly checked plant growth without advancing game state sufficiently.,Repeated 'look around' or 'look at [object]' actions are needed to advance the game state and allow plants to grow.,VALID_NEXT_TRIAL,scienceworld_mendelian-genetics-unknown-plant_var_0,2,26-49,scienceworld_mendelian-genetics-unknown-plant_var_0,4,46-49
48,"Your task is to determine whether blue seed color is a dominant or recessive trait in the unknown E plant. If the trait is dominant, focus on the red box. If the trait is recessive, focus on the green box.","shovel, adult plant, flower pot, seeds","use, harvest, take, dig up",ACQUIRE,Attempted to harvest seeds using incorrect action phrasing.,"To harvest seeds from an adult plant in a flower pot, use the action 'take seeds from [adult plant]'.",VALID_NEXT_TRIAL,scienceworld_mendelian-genetics-unknown-plant_var_0,5,40-49,scienceworld_mendelian-genetics-unknown-plant_var_0,6,36-37
49,"Your task is to turn on the red light bulb. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","wire, battery, light bulb",connect,PROCEDURE,Agent incorrectly connects wires to battery instead of gas generator.,Identify the correct power source (gas generator) and connect wires to its anode and cathode.,CANDIDATE,scienceworld_power-component_var_0,1,40-47,scienceworld_power-component_var_0,1,48-49
50,"Your task is to turn on the red light bulb. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.",wire,disconnect,RECOVER,Agent attempts to disconnect wires using incorrect syntax.,Use the 'take [wire]' action to disconnect a wire from its current connection.,VALID_NEXT_TRIAL,scienceworld_power-component_var_0,1,48-48,scienceworld_power-component_var_0,3,40-41
51,"Your task is to turn on the red light bulb. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","wire, gas generator, light bulb","connect, activate",PROCEDURE,Agent connects wires to gas generator but light bulb remains off.,Ensure both terminals of the wire are connected to the correct components (power source and light bulb).,CANDIDATE,scienceworld_power-component_var_0,2,10-13,scienceworld_power-component_var_0,2,28-31
52,"Your task is to turn on the red light bulb. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","wire, battery, switch, light bulb","connect, activate",PROCEDURE,"Agent connects battery to switch, switch to light bulb, but light bulb remains off.",Verify all connections are correct and that the power source is active. Consider testing components individually.,CANDIDATE,scienceworld_power-component_var_0,5,30-37,scienceworld_power-component_var_0,5,48-49
53,"Your task is to turn on the red light bulb. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","wire, light bulb",connect,PROCEDURE,Agent attempts to connect wire to switch without specifying anode/cathode.,"When connecting to polarized components, specify 'anode in [component]' or 'cathode in [component]'.",VALID_SAME_TRIAL,scienceworld_power-component_var_0,4,40-40,scienceworld_power-component_var_0,4,42-43
54,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","wire, solar panel, light bulb",connect,PROCEDURE,Agent tried to connect wire to component without specifying terminal numbers.,"Always specify terminal numbers (e.g., 'terminal 1', 'terminal 2') when connecting wires to electrical components.",VALID_SAME_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,13-13,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,16-16
55,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.",solar panel,activate,PROCEDURE,"Agent tried to activate the solar panel directly, which is not a valid action.","Solar panels are activated by being placed in a location with light, not by a direct 'activate' command.",VALID_NEXT_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,25-25,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,2,40-40
56,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.",solar panel,move,ACQUIRE,Agent tried to move a connected solar panel to another room without disconnecting wires first.,"To move connected electrical components, first disconnect all wires, then take the component.",VALID_SAME_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,29-29,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,37-37
57,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.",wire,disconnect,RECOVER,Agent tried to disconnect wires using an invalid 'disconnect' command.,"To disconnect a wire, use the 'take [wire]' action, which implicitly disconnects it.",VALID_SAME_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,31-31,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,37-37
58,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","wire, solar panel",connect,PROCEDURE,Agent tried to connect wires to objects in different rooms.,All components of an electrical circuit must be in the same room to be connected.,VALID_NEXT_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,1,45-45,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,2,10-10
59,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","solar panel, light bulb",put,PROCEDURE,Moving connected components from inventory to environment disconnects them.,"Place all components in the desired location first, then connect them with wires.",VALID_SAME_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,2,20-20,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,2,24-24
60,"Your task is to turn on the red light bulb by powering it using a renewable power source. First, focus on the red light bulb. Then, create an electrical circuit that powers it on.","wire, solar panel",connect,PROCEDURE,"Agent repeatedly failed to connect wires using incorrect syntax, despite previous success.",Use the exact phrasing 'connect [wire] terminal [number] to [anode/cathode] in [component]' for connections.,VALID_NEXT_TRIAL,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,5,29-29,scienceworld_power-component-renewable-vs-nonrenewable-energy_var_0,6,20-20
61,"Your task is to determine if aluminum foil is electrically conductive. The aluminum foil is located around the workshop. First, focus on the aluminum foil. If it is electrically conductive, place it in the red box. If it is electrically nonconductive, place it in the green box.","wire, aluminum foil",disconnect,RECOVER,Incorrect syntax for disconnecting wires from aluminum foil.,"The 'disconnect' action requires specifying the wire and the object it's connected to, without terminals for non-polarized objects.",CANDIDATE,scienceworld_test-conductivity_var_0,1,20-23,scienceworld_test-conductivity_var_0,3,10-11
62,"Your task is to determine if aluminum foil is electrically conductive. The aluminum foil is located around the workshop. First, focus on the aluminum foil. If it is electrically conductive, place it in the red box. If it is electrically nonconductive, place it in the green box.","wire, battery",connect,PROCEDURE,Failed to specify terminal when connecting wire to battery.,"When connecting wires to polarized components like a battery, specify the terminal (e.g., 'terminal 1 to battery cathode').",VALID_SAME_TRIAL,scienceworld_test-conductivity_var_0,2,6-6,scienceworld_test-conductivity_var_0,2,8-8
63,"Your task is to determine if aluminum foil is electrically conductive. The aluminum foil is located around the workshop. First, focus on the aluminum foil. If it is electrically conductive, place it in the red box. If it is electrically nonconductive, place it in the green box.","aluminum foil, light bulb","observe, place",VERIFY,Incorrectly concluded aluminum foil was non-conductive based on light bulb not lighting up.,Rely on scientific knowledge (aluminum foil is conductive) rather than potentially faulty experimental setup observations.,VALID_NEXT_TRIAL,scienceworld_test-conductivity_var_0,3,16-17,scienceworld_test-conductivity_var_0,4,5-7
64,"Your task is to determine if unknown substance B is electrically conductive. The unknown substance B is located around the workshop. First, focus on the unknown substance B. If it is electrically conductive, place it in the red box. If it is electrically nonconductive, place it in the green box.","wire, battery, substance",connect,PROCEDURE,Attempted to connect wire to battery without specifying terminal.,"Specify the terminal (e.g., terminal 1, terminal 2, anode, cathode) when connecting electrical components.",VALID_SAME_TRIAL,scienceworld_test-conductivity-of-unknown-substances_var_0,1,7-7,scienceworld_test-conductivity-of-unknown-substances_var_0,1,10-10
65,"Your task is to measure the temperature of unknown substance B, which is located around the living room. First, focus on the thermometer. Next, focus on the unknown substance B. If the unknown substance B temperature is above 100.0 degrees celsius, place it in the red box. If the unknown substance B temperature is below 100.0 degrees celsius, place it in the green box. The boxes are located around the bathroom.",drawer,"look in, open",SEARCH,Attempted to look inside a closed drawer.,Always open containers before attempting to look inside them.,VALID_SAME_TRIAL,scienceworld_use-thermometer_var_0,1,5-5,scienceworld_use-thermometer_var_0,1,7-7
66,"Your task is to measure the temperature of unknown substance B, which is located around the living room. First, focus on the thermometer. Next, focus on the unknown substance B. If the unknown substance B temperature is above 100.0 degrees celsius, place it in the red box. If the unknown substance B temperature is below 100.0 degrees celsius, place it in the green box. The boxes are located around the bathroom.","thermometer, unknown substance","use, take",MEASURE,Attempted to use a tool on an object without taking the tool first.,Take tools into inventory before attempting to use them on other objects.,VALID_SAME_TRIAL,scienceworld_use-thermometer_var_0,1,21-21,scienceworld_use-thermometer_var_0,1,27-27
