unique_id,task_desc,obj_type,verbs,goal_phase,issue_text,learning_text,valid_level,issue_task_id,issue_trial_num,issue_step_range,evidence_task_id,evidence_trial_num,evidence_step_range
11,"Your task is to use chemistry to create green-blue paint. When you are part-way done, focus on the intermediate (secondary color) paint you created.  When you are completely done, focus on the green paint.",cup,"take, move",ACQUIRE,Agent repeatedly attempts to 'pick up' an empty cup using various incorrect names.,"To pick up an object, use the 'move [object] to inventory' action with the exact object name from valid actions.",CANDIDATE,scienceworld_chemistry-mix-paint-tertiary-color_var_0,2,6-48,scienceworld_chemistry-mix-paint-tertiary-color_var_0,3,2-49
12,"Your task is to use chemistry to create green-blue paint. When you are part-way done, focus on the intermediate (secondary color) paint you created.  When you are completely done, focus on the green paint.",cup,move,ACQUIRE,Agent repeatedly attempts to 'move [object] to inventory' with incorrect object names for an empty cup.,Carefully examine the full list of valid actions to identify the precise object name for 'move to inventory'.,CANDIDATE,scienceworld_chemistry-mix-paint-tertiary-color_var_0,3,4-48,scienceworld_chemistry-mix-paint-tertiary-color_var_0,3,4-48
13,"Your task is to find a(n) animal. First, focus on the thing. Then, move it to the red box in the kitchen.",animal,focus on,ACQUIRE,"Agent repeatedly attempts to 'focus on' a bee, but the action fails.",The 'focus on' action is not directly applicable to bees. The task requires a different interaction to acquire the animal.,VALID_NEXT_TRIAL,scienceworld_find-animal_var_0,1,40-48,scienceworld_find-animal_var_0,2,40-49
14,"Your task is to find a(n) animal. First, focus on the thing. Then, move it to the red box in the kitchen.","animal, bee hive","open, take",ACQUIRE,"Agent attempts to 'focus on' or 'look at' bees directly, which are not valid actions.","To interact with bees, first open the bee hive, then use 'take adult bee in greenhouse' to acquire it.",VALID_SAME_TRIAL,scienceworld_find-animal_var_0,2,30-38,scienceworld_find-animal_var_0,2,39-49
15,"Your task is to find a(n) animal. First, focus on the thing. Then, move it to the red box in the kitchen.","animal, inventory",move,PROCEDURE,"Agent attempts to move an 'adult bee' to the red box, but it's not in inventory.","Verify inventory contents after 'take' actions; if an item isn't listed, it wasn't acquired.",VALID_NEXT_TRIAL,scienceworld_find-animal_var_0,2,50-58,scienceworld_find-animal_var_0,3,40-49
16,"Your task is to find a(n) animal. First, focus on the thing. Then, move it to the red box in the kitchen.","animal, bee","focus on, take, move",ACQUIRE,"Agent repeatedly attempts to 'focus on', 'take', or 'move to inventory' bees, but actions fail.","If direct interaction with an animal fails, consider if a tool or container is needed to acquire it.",VALID_SAME_TRIAL,scienceworld_find-animal_var_0,3,30-38,scienceworld_find-animal_var_0,3,40-49
17,"Your task is to find a(n) living thing. First, focus on the thing. Then, move it to the red box in the kitchen.","living thing, red box","focus, move, take",ACQUIRE,Attempted to move an object that was focused on but not in inventory.,"After focusing on an object, use 'take' to add it to inventory before attempting to move it to another location.",VALID_SAME_TRIAL,scienceworld_find-living-thing_var_0,1,12-13,scienceworld_find-living-thing_var_0,1,16-17
18,"Your task is to find a(n) non-living thing. First, focus on the thing. Then, move it to the red box in the kitchen.","non-living thing, container","focus on, take, move",ACQUIRE,Attempted to move an object to a container without first taking it into inventory.,Always take an object into inventory before attempting to move it to a container.,VALID_SAME_TRIAL,scienceworld_find-non-living-thing_var_0,1,7-8,scienceworld_find-non-living-thing_var_0,1,10-11
19,"Your task is to find a(n) plant. First, focus on the thing. Then, move it to the red box in the kitchen.","plant, red box","focus, move, take",ACQUIRE,Attempted to move a plant that was not in inventory.,Always take an object into inventory before attempting to move it to a new location.,VALID_SAME_TRIAL,scienceworld_find-plant_var_0,1,11-11,scienceworld_find-plant_var_0,1,17-17
20,"Your task is to freeze water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",room,go to,SEARCH,Agent searches for water in kitchen before greenhouse.,"Prioritize searching for water in the greenhouse first, as it contains a sink that can be activated.",VALID_NEXT_TRIAL,scienceworld_freeze_var_0,1,2-18,scienceworld_freeze_var_0,2,2-3
21,"Your task is to freeze water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",container,take,ACQUIRE,Agent attempts to take jug from sink while in a different room.,Ensure agent is in the same room as the object before attempting to take it.,VALID_SAME_TRIAL,scienceworld_freeze_var_0,1,40-41,scienceworld_freeze_var_0,1,46-47
22,"Your task is to freeze water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.","substance, freezer",freeze,PROCEDURE,Agent repeatedly tries invalid 'freeze' actions on water/jug/substance.,Freezing occurs automatically when water is placed in an activated freezer and the freezer is closed. No explicit 'freeze' action is needed.,VALID_NEXT_TRIAL,scienceworld_freeze_var_0,2,24-25,scienceworld_freeze_var_0,3,20-21
23,"Your task is to freeze water. First, focus on the substance. Then, take actions that will cause it to change its state of matter.",freezer,look at,VERIFY,Agent repeatedly checks freezer and substance without state change.,"After placing water in the freezer and closing it, 'look at freezer' is the action that triggers the state change and increases score.",VALID_NEXT_TRIAL,scienceworld_freeze_var_0,1,48-49,scienceworld_freeze_var_0,3,48-49
