unique_id,task_desc,obj_type,verbs,goal_phase,issue_text,learning_text,valid_level,issue_task_id,issue_trial_num,issue_step_range,evidence_task_id,evidence_trial_num,evidence_step_range
16,examine the newspaper with the desklamp.,"newspaper, desklamp",examine,TRANSFORM,,Ensure both objects are at the same location before attempting to examine them.,VALID_SAME_TRIAL,look_at_obj_in_light-Newspaper-None-DeskLamp-225/trial_T20190909_085334_452202,1,,look_at_obj_in_light-Newspaper-None-DeskLamp-225/trial_T20190909_085334_452202,1,
17,examine the newspaper with the desklamp.,desklamp,turn on,TRANSFORM,,Use the 'use' command to turn on the desklamp.,VALID_SAME_TRIAL,look_at_obj_in_light-Newspaper-None-DeskLamp-225/trial_T20190909_085334_452202,1,,look_at_obj_in_light-Newspaper-None-DeskLamp-225/trial_T20190909_085334_452202,1,
18,examine the newspaper with the desklamp.,newspaper,take,ACQUIRE,,Go to the object's location before attempting to take it.,VALID_SAME_TRIAL,look_at_obj_in_light-Newspaper-None-DeskLamp-225/trial_T20190909_085334_452202,1,,look_at_obj_in_light-Newspaper-None-DeskLamp-225/trial_T20190909_085334_452202,1,
19,examine the pen with the desklamp.,drawer,"go, open",SEARCH,,Verify the existence and accessibility of containers before attempting to interact with them.,VALID_SAME_TRIAL,look_at_obj_in_light-Pen-None-DeskLamp-305/trial_T20190907_115849_734053,1,,look_at_obj_in_light-Pen-None-DeskLamp-305/trial_T20190907_115849_734053,1,
20,examine the pen with the desklamp.,desklamp,take,ACQUIRE,,Use the 'use' command to activate stationary light sources like a desklamp.,VALID_SAME_TRIAL,look_at_obj_in_light-Pen-None-DeskLamp-305/trial_T20190907_115849_734053,1,,look_at_obj_in_light-Pen-None-DeskLamp-305/trial_T20190907_115849_734053,1,
21,examine the pen with the desklamp.,"pen, desklamp",examine,TRANSFORM,,Ensure the target object is held and the light source is activated before attempting to examine.,VALID_SAME_TRIAL,look_at_obj_in_light-Pen-None-DeskLamp-305/trial_T20190907_115849_734053,1,,look_at_obj_in_light-Pen-None-DeskLamp-305/trial_T20190907_115849_734053,1,
22,examine the pen with the desklamp.,pen,"go, open",ACQUIRE,,Expand search to other furniture types like shelves when an object is not found in initial expected locations.,VALID_SAME_TRIAL,look_at_obj_in_light-Pen-None-DeskLamp-319/trial_T20190908_222409_540184,1,,look_at_obj_in_light-Pen-None-DeskLamp-319/trial_T20190908_222409_540184,1,
23,examine the pen with the desklamp.,desklamp,"examine, use",TRANSFORM,,Ensure interactive objects like desklamps are turned on before attempting to use them for a task.,VALID_SAME_TRIAL,look_at_obj_in_light-Pen-None-DeskLamp-319/trial_T20190908_222409_540184,1,,look_at_obj_in_light-Pen-None-DeskLamp-319/trial_T20190908_222409_540184,1,
24,look at pencil under the desklamp.,pencil,"go to, open",ACQUIRE,,"Expand search to a wider range of locations, including shelves, to locate the object.",VALID_SAME_TRIAL,look_at_obj_in_light-Pencil-None-DeskLamp-319/trial_T20190908_135102_644449,1,,look_at_obj_in_light-Pencil-None-DeskLamp-319/trial_T20190908_135102_644449,1,
25,look at pencil under the desklamp.,"pencil, dresser",look at,SEARCH,,"Verify object presence before using 'look at'; if not found, continue searching elsewhere.",VALID_SAME_TRIAL,look_at_obj_in_light-Pencil-None-DeskLamp-319/trial_T20190908_135102_644449,1,,look_at_obj_in_light-Pencil-None-DeskLamp-319/trial_T20190908_135102_644449,1,
26,examine the pencil with the desklamp.,desklamp,look at,SEARCH,,Correctly identified the desklamp's actual location on shelf 2 through continued search.,VALID_SAME_TRIAL,look_at_obj_in_light-Pencil-None-DeskLamp-320/trial_T20190908_143748_669974,1,,look_at_obj_in_light-Pencil-None-DeskLamp-320/trial_T20190908_143748_669974,1,
27,examine the pencil with the desklamp.,desklamp,take,ACQUIRE,,Adapted strategy by moving the movable pencil to the fixed desklamp's location.,VALID_NEXT_TRIAL,look_at_obj_in_light-Pencil-None-DeskLamp-320/trial_T20190908_143748_669974,1,,look_at_obj_in_light-Pencil-None-DeskLamp-320/trial_T20190908_143748_669974,4,
28,examine the pencil with the desklamp.,pencil,take,ACQUIRE,,"Successfully picked up the pencil, demonstrating it was movable despite prior failures.",VALID_NEXT_TRIAL,look_at_obj_in_light-Pencil-None-DeskLamp-320/trial_T20190908_143748_669974,1,,look_at_obj_in_light-Pencil-None-DeskLamp-320/trial_T20190908_143748_669974,4,
29,examine the pencil with the desklamp.,"pencil, desklamp",examine,TRANSFORM,,Ensured co-location of pencil and desklamp by moving the pencil to the desklamp's location.,VALID_NEXT_TRIAL,look_at_obj_in_light-Pencil-None-DeskLamp-320/trial_T20190908_143748_669974,1,,look_at_obj_in_light-Pencil-None-DeskLamp-320/trial_T20190908_143748_669974,4,
30,examine the pillow with the desklamp.,"pillow, desklamp","look at, examine",SEARCH,,Rely on 'go to' observations to identify objects present at a location.,VALID_SAME_TRIAL,look_at_obj_in_light-Pillow-None-DeskLamp-216,1,,look_at_obj_in_light-Pillow-None-DeskLamp-216,1,
31,examine the pillow with the desklamp.,"pillow, desklamp","look at, examine",TRANSFORM,,"To examine an object with a light source, 'use' the light source directly.",VALID_SAME_TRIAL,look_at_obj_in_light-Pillow-None-DeskLamp-216,1,,look_at_obj_in_light-Pillow-None-DeskLamp-216,1,
32,examine the pillow with the desklamp.,"pillow, desklamp","look at, examine",ACQUIRE,,"Do not 'take' the desklamp; instead, 'use' it in its fixed location.",VALID_SAME_TRIAL,look_at_obj_in_light-Pillow-None-DeskLamp-216,1,,look_at_obj_in_light-Pillow-None-DeskLamp-216,1,
33,examine the pillow with the desklamp.,"desklamp, pillow","examine, look at, use",TRANSFORM,,Turn on the desklamp before attempting to examine objects with it.,VALID_SAME_TRIAL,look_at_obj_in_light-Pillow-None-DeskLamp-306,1,,look_at_obj_in_light-Pillow-None-DeskLamp-306,1,
34,examine the pillow with the desklamp.,desklamp,"take, move",ACQUIRE,,"If an object is stationary, move the other required object to its location.",VALID_NEXT_TRIAL,look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,1,,look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,2,
35,examine the pillow with the desklamp.,pillow,"take, go to",ACQUIRE,,Go to the object's location before attempting to take it.,VALID_NEXT_TRIAL,look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,1,,look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,2,
36,examine the pillow with the desklamp.,desklamp,"turn on, use",TRANSFORM,,Use the 'use' command to turn on the desklamp.,VALID_SAME_TRIAL,look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,1,,look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,1,
37,examine the pillow with the desklamp.,"pillow, desklamp","examine, use",RECOVER,,Ensure the desklamp is present and active when attempting to examine an object.,VALID_NEXT_TRIAL,look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,1,,look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,2,
38,examine the pillow with the desklamp.,"pillow, desklamp","examine, go to, take",RECOVER,,Bring the pillow to the desklamp's location before attempting examination.,VALID_NEXT_TRIAL,look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,1,,look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,2,
39,examine the pillow with the desklamp.,desklamp,"use, go to",TRANSFORM,,Go to the desklamp's location before attempting to use it.,VALID_SAME_TRIAL,look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,1,,look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,1,
40,examine the pillow with the desklamp.,"pillow, desklamp","examine with, use on, use",RECOVER,,"To examine an object with a desklamp, hold the object and use the desklamp.",VALID_NEXT_TRIAL,look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,1,,look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,2,
41,look at pillow under the desklamp.,"Pillow, DeskLamp",look at,SEARCH,,"Systematically explore different locations, such as shelves, when initial searches in common areas like desks fail to find the object.",VALID_SAME_TRIAL,look_at_obj_in_light-Pillow-None-DeskLamp-320/trial_T20190906_225859_247598,1,,look_at_obj_in_light-Pillow-None-DeskLamp-320/trial_T20190906_225859_247598,1,
42,look at pillow under the desklamp.,"Pillow, DeskLamp",look at,PLACE,,"To achieve 'look at obj under desklamp', activate the desklamp using the 'use' command after bringing the object to its location.",VALID_SAME_TRIAL,look_at_obj_in_light-Pillow-None-DeskLamp-320/trial_T20190906_225859_247598,1,,look_at_obj_in_light-Pillow-None-DeskLamp-320/trial_T20190906_225859_247598,1,
43,look at statue under the desklamp.,statue,take,ACQUIRE,,Statue 1 is a movable object; successfully picked it up from desk 1.,VALID_NEXT_TRIAL,look_at_obj_in_light-Statue-None-DeskLamp-304,1,,look_at_obj_in_light-Statue-None-DeskLamp-304,5,
44,look at statue under the desklamp.,desklamp,take,ACQUIRE,,Desklamp 1 is a fixed object and cannot be picked up or moved.,VALID_NEXT_TRIAL,look_at_obj_in_light-Statue-None-DeskLamp-304,1,,look_at_obj_in_light-Statue-None-DeskLamp-304,2,
45,look at statue under the desklamp.,"statue, desklamp","look at, use",TRANSFORM,,"To satisfy 'under the desklamp' condition, hold the target object and use the desklamp at its location.",VALID_NEXT_TRIAL,look_at_obj_in_light-Statue-None-DeskLamp-304,1,,look_at_obj_in_light-Statue-None-DeskLamp-304,6,
46,look at statue under the desklamp.,drawer,"go to, open",SEARCH,,Drawers 1 and 2 are currently inaccessible and cannot be opened or navigated to.,VALID_NEXT_TRIAL,look_at_obj_in_light-Statue-None-DeskLamp-304,3,,look_at_obj_in_light-Statue-None-DeskLamp-304,5,
47,look at statue under the desklamp.,"statue, shelf",put,PLACE,,Objects cannot be arbitrarily placed on surfaces using the 'put' command.,VALID_NEXT_TRIAL,look_at_obj_in_light-Statue-None-DeskLamp-304,5,,look_at_obj_in_light-Statue-None-DeskLamp-304,6,
48,look at statue under the desklamp.,"statue, desklamp",put,PLACE,,The specific command 'put object under another object' is not supported; use 'use' action with the light source instead.,VALID_SAME_TRIAL,look_at_obj_in_light-Statue-None-DeskLamp-304,6,,look_at_obj_in_light-Statue-None-DeskLamp-304,6,
49,examine the tissuebox with the desklamp.,"tissuebox, desklamp","examine, use",TRANSFORM,,Activate the desklamp using the 'use' verb before examining an object.,VALID_SAME_TRIAL,look_at_obj_in_light-TissueBox-None-DeskLamp-328/trial_T20190907_201322_516201,1,,look_at_obj_in_light-TissueBox-None-DeskLamp-328/trial_T20190907_201322_516201,1,
50,examine the tissuebox with the desklamp.,desklamp,"turn on, use",ACQUIRE,,Use the 'use' verb to activate the desklamp.,VALID_SAME_TRIAL,look_at_obj_in_light-TissueBox-None-DeskLamp-328/trial_T20190907_201322_516201,1,,look_at_obj_in_light-TissueBox-None-DeskLamp-328/trial_T20190907_201322_516201,1,
51,examine the tissuebox with the desklamp.,"tissuebox, desklamp","examine, look at, take",TRANSFORM,,Take the object into inventory before attempting to examine it with a tool.,VALID_SAME_TRIAL,look_at_obj_in_light-TissueBox-None-DeskLamp-328/trial_T20190907_201322_516201,1,,look_at_obj_in_light-TissueBox-None-DeskLamp-328/trial_T20190907_201322_516201,1,
52,examine the watch with the desklamp.,"watch, desklamp",examine,TRANSFORM,,Ensure the desklamp is turned on before attempting to examine an object with it.,VALID_SAME_TRIAL,look_at_obj_in_light-Watch-None-DeskLamp-205/trial_T20190907_001948_509721,1,,look_at_obj_in_light-Watch-None-DeskLamp-205/trial_T20190907_001948_509721,1,
53,examine the watch with the desklamp.,desklamp,turn on,TRANSFORM,,Use the 'use' command to activate the desklamp.,VALID_SAME_TRIAL,look_at_obj_in_light-Watch-None-DeskLamp-205/trial_T20190907_001948_509721,1,,look_at_obj_in_light-Watch-None-DeskLamp-205/trial_T20190907_001948_509721,1,
54,put some book on desk.,"book, shelf",search,SEARCH,,Search for the book on bed 2.,VALID_SAME_TRIAL,pick_and_place_simple-Book-None-Desk-304/trial_T20190908_141325_880062,1,,pick_and_place_simple-Book-None-Desk-304/trial_T20190908_141325_880062,1,
55,put some book on desk.,"book, desk",search,SEARCH,,Search for the book on bed 2.,VALID_SAME_TRIAL,pick_and_place_simple-Book-None-Desk-304/trial_T20190908_141325_880062,1,,pick_and_place_simple-Book-None-Desk-304/trial_T20190908_141325_880062,1,
56,put some book on desk.,drawer,go to,SEARCH,,Avoid using `go to` command for drawers as they are not distinct navigable locations.,VALID_SAME_TRIAL,pick_and_place_simple-Book-None-Desk-304/trial_T20190908_141325_880062,1,,pick_and_place_simple-Book-None-Desk-304/trial_T20190908_141325_880062,1,
57,put some book on desk.,drawer,open,SEARCH,,Abandon searching in drawers; they are not interactable for item retrieval in this environment.,VALID_SAME_TRIAL,pick_and_place_simple-Book-None-Desk-304/trial_T20190908_141325_880062,1,,pick_and_place_simple-Book-None-Desk-304/trial_T20190908_141325_880062,1,
58,put some book on desk.,desk,go to,RECOVER,,Do not use `go to` command if already at the target location or if it's not a distinct navigable point.,VALID_SAME_TRIAL,pick_and_place_simple-Book-None-Desk-304/trial_T20190908_141325_880062,1,,pick_and_place_simple-Book-None-Desk-304/trial_T20190908_141325_880062,1,
59,put some book on desk.,"book, bed",search,SEARCH,,Search for the book on bed 2.,VALID_SAME_TRIAL,pick_and_place_simple-Book-None-Desk-304/trial_T20190908_141325_880062,1,,pick_and_place_simple-Book-None-Desk-304/trial_T20190908_141325_880062,1,
60,put some book on desk.,"book, drawer",search,SEARCH,,Search for the book on bed 2.,VALID_SAME_TRIAL,pick_and_place_simple-Book-None-Desk-304/trial_T20190908_141325_880062,1,,pick_and_place_simple-Book-None-Desk-304/trial_T20190908_141325_880062,1,
61,put some book on desk.,drawer,open,SEARCH,,Always open a closed drawer before attempting to search its contents or take items.,VALID_SAME_TRIAL,pick_and_place_simple-Book-None-Desk-313/trial_T20190909_140547_719284,1,,pick_and_place_simple-Book-None-Desk-313/trial_T20190909_140547_719284,1,
62,put some book on desk.,book,search,SEARCH,,Expand search to less obvious or containerized locations like drawers when primary locations are empty.,VALID_SAME_TRIAL,pick_and_place_simple-Book-None-Desk-313/trial_T20190909_140547_719284,1,,pick_and_place_simple-Book-None-Desk-313/trial_T20190909_140547_719284,1,
63,put some book on sofa.,"Book, Sofa","pick, place",SEARCH,,Search for the book at sidetable 1.,VALID_SAME_TRIAL,pick_and_place_simple-Book-None-Sofa-202/trial_T20190907_043652_096323,1,,pick_and_place_simple-Book-None-Sofa-202/trial_T20190907_043652_096323,1,
64,put a candle in toilet.,drawer,open,SEARCH,,Always open a container before attempting to search or take items from it.,VALID_SAME_TRIAL,pick_and_place_simple-Candle-None-Toilet-409/trial_T20190908_142251_407168,1,,pick_and_place_simple-Candle-None-Toilet-409/trial_T20190908_142251_407168,1,
65,put a candle in toilet.,"candle, drawer","go, open, take",SEARCH,,Continue searching systematically through all plausible locations until the object is found.,VALID_SAME_TRIAL,pick_and_place_simple-Candle-None-Toilet-409/trial_T20190908_142251_407168,1,,pick_and_place_simple-Candle-None-Toilet-409/trial_T20190908_142251_407168,1,
66,put some laptop on ottoman.,laptop,pick,SEARCH,,Systematically search all available furniture and containers until the target object is located.,VALID_SAME_TRIAL,pick_and_place_simple-Laptop-None-Ottoman-203/trial_T20190908_110713_350931,1,,pick_and_place_simple-Laptop-None-Ottoman-203/trial_T20190908_110713_350931,1,
67,put some laptop on ottoman.,drawer,open,SEARCH,,Always open a closed drawer before attempting to check its contents for objects.,VALID_SAME_TRIAL,pick_and_place_simple-Laptop-None-Ottoman-203/trial_T20190908_110713_350931,1,,pick_and_place_simple-Laptop-None-Ottoman-203/trial_T20190908_110713_350931,1,
68,put some pencil on shelf.,Pencil,"pick, place",SEARCH,,Systematically search all available containers and locations until the object is found.,VALID_SAME_TRIAL,pick_and_place_simple-Pencil-None-Shelf-313/trial_T20190908_182722_927182,1,,pick_and_place_simple-Pencil-None-Shelf-313/trial_T20190908_182722_927182,1,
69,put some pencil on shelf.,Drawer,open,SEARCH,,Always open a closed container before attempting to access its contents.,VALID_SAME_TRIAL,pick_and_place_simple-Pencil-None-Shelf-313/trial_T20190908_182722_927182,1,,pick_and_place_simple-Pencil-None-Shelf-313/trial_T20190908_182722_927182,1,
70,put a pencil in sidetable.,pencil,find,SEARCH,,Continue searching other specified locations like drawer 2 to find the object.,VALID_SAME_TRIAL,pick_and_place_simple-Pencil-None-SideTable-309,1,,pick_and_place_simple-Pencil-None-SideTable-309,1,
71,put a pencil in sidetable.,drawer,open,ACQUIRE,,Open the drawer before attempting to access its contents.,VALID_SAME_TRIAL,pick_and_place_simple-Pencil-None-SideTable-309,1,,pick_and_place_simple-Pencil-None-SideTable-309,1,
72,put a peppershaker in drawer.,"peppershaker, drawer","pick, place",RECOVER,,Open the container before attempting to interact with its contents.,VALID_SAME_TRIAL,pick_and_place_simple-PepperShaker-None-Drawer-5,1,,pick_and_place_simple-PepperShaker-None-Drawer-5,1,
73,put a statue in coffeetable.,"Statue, CoffeeTable","pick, place",SEARCH,,Expand search to other furniture like diningtable 1 when the object is not found in initial locations.,VALID_SAME_TRIAL,pick_and_place_simple-Statue-None-CoffeeTable-230/trial_T20190909_145138_877153,1,,pick_and_place_simple-Statue-None-CoffeeTable-230/trial_T20190909_145138_877153,1,
74,put some tissuebox on toilet.,cabinet,open,SEARCH,,Always open containers like cabinets before attempting to search or interact with their contents.,VALID_SAME_TRIAL,pick_and_place_simple-TissueBox-None-Toilet-402/trial_T20190908_060020_023543,1,,pick_and_place_simple-TissueBox-None-Toilet-402/trial_T20190908_060020_023543,1,
75,put some tissuebox on toilet.,tissuebox,search,SEARCH,,Expand search to other likely locations like countertops when initial container checks fail.,VALID_SAME_TRIAL,pick_and_place_simple-TissueBox-None-Toilet-402/trial_T20190908_060020_023543,1,,pick_and_place_simple-TissueBox-None-Toilet-402/trial_T20190908_060020_023543,1,
76,put some toiletpaper on toiletpaperhanger.,drawer,open,SEARCH,,Open the container before attempting to search or interact with its contents.,VALID_SAME_TRIAL,pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-409,1,,pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-409,1,
77,put some toiletpaper on toiletpaperhanger.,"toiletpaper, drawer",open,SEARCH,,Continue searching systematically through other potential containers until the object is located.,VALID_SAME_TRIAL,pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-409,1,,pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-409,1,
78,put a tomato in microwave.,fridge,"go, open",ACQUIRE,,Open the fridge before attempting to take items from it.,VALID_SAME_TRIAL,pick_and_place_simple-Tomato-None-Microwave-5/trial_T20190918_171755_707602,1,,pick_and_place_simple-Tomato-None-Microwave-5/trial_T20190918_171755_707602,1,
79,put a tomato in microwave.,microwave,"go, open",PLACE,,Open the microwave before attempting to place items into it.,VALID_SAME_TRIAL,pick_and_place_simple-Tomato-None-Microwave-5/trial_T20190918_171755_707602,1,,pick_and_place_simple-Tomato-None-Microwave-5/trial_T20190918_171755_707602,1,
80,put some winebottle on diningtable.,WineBottle,pick,SEARCH,,Expand search to less common locations like garbage cans when primary locations yield no results.,VALID_SAME_TRIAL,pick_and_place_simple-WineBottle-None-DiningTable-15,1,,pick_and_place_simple-WineBottle-None-DiningTable-15,1,
81,put some winebottle on diningtable.,container,open,SEARCH,,Always open closed containers before attempting to search or interact with their contents.,VALID_SAME_TRIAL,pick_and_place_simple-WineBottle-None-DiningTable-15,1,,pick_and_place_simple-WineBottle-None-DiningTable-15,1,
82,clean some apple and put it in fridge.,"apple, fridge",put,PLACE,,Use the 'move' verb instead of 'put' to place items in fridge 1.,VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,1,,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,3,
83,clean some apple and put it in fridge.,"apple, fridge",take,RECOVER,,No successful strategy found.,CANDIDATE,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,
84,clean some apple and put it in fridge.,apple,drop,RECOVER,,No successful strategy found.,CANDIDATE,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,
85,clean some apple and put it in fridge.,"apple, floor",take,RECOVER,,No successful strategy found.,CANDIDATE,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,
86,clean some apple and put it in fridge.,cabinet,open,SEARCH,,No successful strategy found.,CANDIDATE,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,
87,clean some apple and put it in fridge.,cabinet,open,SEARCH,,No successful strategy found.,CANDIDATE,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,
88,clean some apple and put it in fridge.,"apple, sinkbasin",clean,TRANSFORM,,Ensure agent is at the cleaning location (sinkbasin) before attempting to clean an item.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,3,,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,3,
89,clean some butterknife and put it in drawer.,"butterknife, sinkbasin",clean,TRANSFORM,,"Go to the cleaning location (e.g., sinkbasin) before attempting to clean an object.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,
90,clean some butterknife and put it in drawer.,"butterknife, drawer",put,PLACE,,"Go to the target receptacle (e.g., drawer) before attempting to place an object.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,
91,clean some butterknife and put it in drawer.,"butterknife, drawer",put,PLACE,,"Open the receptacle (e.g., drawer) before attempting to place an object inside.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,
92,clean some butterknife and put it in drawer.,"butterknife, drawer",put,PLACE,,Use 'move' verb instead of 'put' to successfully place objects into receptacles.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,
