unique_id,task_desc,obj_type,verbs,goal_phase,issue_text,learning_text,valid_level,issue_task_id,issue_trial_num,issue_step_range,evidence_task_id,evidence_trial_num,evidence_step_range
33,"What are the first names of all players, and their average rankings?","players table, rankings table","SELECT, JOIN, COUNT",REFINE,"Query returned empty result set, indicating potential data absence.",Verify table data presence using COUNT(*) when queries return unexpected empty results.,VALID_SAME_TRIAL,sql_80,1,18-18,sql_80,1,20-24
34,Return the codes of countries for which Spanish is the predominantly spoken language.,"countrylanguage table, Percentage column, IsOfficial column","SELECT, WHERE, AND, JOIN, GROUP BY, MAX",REFINE,Misinterpretation of 'predominantly spoken language' as 'official language'.,"Interpret 'predominantly spoken language' as the language with the highest percentage in a country, not just the official language.",VALID_NEXT_TRIAL,sql_85,2,5-6,sql_85,4,7-8
35,Return the codes of countries for which Spanish is the predominantly spoken language.,"countrylanguage table, Percentage column","SELECT, WHERE, AND, JOIN, GROUP BY, MAX",REFINE,Incorrectly assuming 'predominantly spoken' means the highest percentage across all Spanish-speaking countries.,"To find the predominant language per country, use a subquery to find MAX(Percentage) grouped by CountryCode and join.",VALID_SAME_TRIAL,sql_85,4,3-4,sql_85,4,7-8
36,Return the codes of countries for which Spanish is the predominantly spoken language.,"countrylanguage table, Percentage column","SELECT, WHERE, ORDER BY, LIMIT",REFINE,"Incorrectly using LIMIT 1 to find 'predominantly spoken', returning only one country.",Avoid LIMIT 1 when the question implies multiple results. Consider a percentage threshold for 'predominantly spoken'.,VALID_SAME_TRIAL,sql_85,5,3-4,sql_85,5,9-10
37,Return the codes of countries for which Spanish is the predominantly spoken language.,"countrylanguage table, Percentage column","SELECT, WHERE",REFINE,"Ambiguity in 'predominantly spoken language' definition, leading to a broad result set.","Define 'predominantly spoken' using a clear percentage threshold (e.g., > 50%) when the task is ambiguous.",VALID_SAME_TRIAL,sql_85,5,7-8,sql_85,5,9-10
38,What is the name of the winner with the most rank points who participated in the Australian Open tournament?,matches table,"SELECT, COUNT",EXPLORE,"The 'matches' table is empty, preventing any queries from returning results.",Always verify table contents with COUNT(*) before complex queries to avoid empty result sets.,VALID_SAME_TRIAL,sql_94,1,14-15,sql_94,1,16-17
39,What is the name of the winner with the most rank points who participated in the Australian Open tournament?,"SQL syntax, submit command",submit,VERIFY,Incorrect syntax when using the 'submit' command by including text on the same line.,"The 'submit' command must be on its own line, with the explanation provided as the final answer.",VALID_NEXT_TRIAL,sql_94,1,46-47,sql_94,3,18-19
40,What is the name of the winner with the most rank points who participated in the Australian Open tournament?,"SQL query, table alias","SELECT, JOIN",QUERY,Attempted to select columns using a table alias (T1) before defining it in the FROM clause.,Ensure all table aliases are defined in the FROM or JOIN clauses before being used in SELECT.,VALID_SAME_TRIAL,sql_94,2,14-15,sql_94,2,18-19
41,What is the name of the winner with the most rank points who participated in the Australian Open tournament?,"matches table, tourney_name column","SELECT, WHERE",REFINE,"Initial query for 'Australian Open' returned empty, indicating potential data mismatch or empty table.",Verify the existence and exact spelling of string literals in WHERE clauses by checking distinct values or counting rows.,VALID_SAME_TRIAL,sql_94,2,20-21,sql_94,2,22-23
42,What is the name of the winner with the most rank points who participated in the Australian Open tournament?,qualifying_matches table,"SELECT, COUNT",EXPLORE,"Both 'matches' and 'qualifying_matches' tables were found to be empty, indicating no relevant data.","When primary tables are empty, check related tables for alternative data sources before concluding data unavailability.",VALID_SAME_TRIAL,sql_94,5,20-21,sql_94,5,22-23
43,What are the codes of the countries that do not speak English and whose government forms are not Republic?,"country, countrylanguage tables, Code, Language, GovernmentForm columns","SELECT, JOIN, WHERE, NOT IN, Subquery",REFINE,Query returned duplicate country codes and did not correctly exclude countries speaking English.,Use a subquery with NOT IN to exclude countries that speak English and select distinct country codes.,VALID_SAME_TRIAL,sql_102,1,11-11,sql_102,1,13-13
44,What is the average transcript date?,transcript_date column,"SELECT, AVG, UNIX_TIMESTAMP, FROM_UNIXTIME",REFINE,Directly averaging a datetime column yields a meaningless numerical value.,"Convert datetime to Unix timestamp, average, then convert back to datetime for meaningful average.",VALID_SAME_TRIAL,sql_104,2,6-7,sql_104,2,12-13
45,List the first and last name of all players who are left / L hand in the order of birth date.,players table,"SELECT, COUNT",EXPLORE,"The 'players' table is empty, preventing any data retrieval.",Always verify table contents with COUNT(*) before attempting complex queries.,CANDIDATE,sql_106,1,12-13,sql_106,1,14-15
46,List the first and last name of all players who are left / L hand in the order of birth date.,hand column,"SELECT, WHERE",QUERY,"Initial query for 'L' or 'Left' hand returned empty, indicating incorrect filter value.","Check distinct values of categorical columns (e.g., 'hand') to ensure correct filtering criteria.",CANDIDATE,sql_106,1,6-7,sql_106,1,8-9
47,Find the distinct breed type and size type combinations for dogs.,"breeds table, dogs table, sizes table, breed_name column, size_description column","SELECT, DISTINCT, JOIN",QUERY,Incomplete SELECT statement caused a SQL syntax error.,"Always complete SQL statements, especially SELECT, with columns or expressions before execution.",VALID_SAME_TRIAL,sql_119,6,23-23,sql_119,6,26-26
48,List the first name of all the professionals along with the description of the treatment they have done.,SQL query,SELECT,QUERY,"Incomplete SQL query, resulting in syntax error.","Always write a complete SQL query, including SELECT, FROM, and JOIN clauses, to avoid syntax errors.",VALID_SAME_TRIAL,sql_122,4,20-20,sql_122,4,40-40
49,What other details can you tell me about students in reverse alphabetical order?,SQL query syntax,SELECT,QUERY,Incomplete SELECT statement caused a syntax error.,Always complete the SELECT statement with columns and a FROM clause.,VALID_SAME_TRIAL,sql_125,1,6-7,sql_125,1,8-9
50,What other details can you tell me about students in reverse alphabetical order?,SQL query syntax,SELECT,QUERY,Incomplete SELECT statement caused a syntax error.,Ensure the SELECT statement includes all necessary clauses like FROM and column names.,VALID_SAME_TRIAL,sql_125,2,6-7,sql_125,2,9-10
51,What other details can you tell me about students in reverse alphabetical order?,SQL query syntax,SELECT,QUERY,Incomplete SELECT statement caused a syntax error.,Always specify columns and the FROM clause in a SELECT statement.,VALID_SAME_TRIAL,sql_125,6,10-11,sql_125,6,16-17
52,What other details can you tell me about students in reverse alphabetical order?,Ordering logic,ORDER BY,REFINE,"Incorrect ordering by only first_name, not full alphabetical order.","For full alphabetical order, sort by last_name then first_name.",VALID_NEXT_TRIAL,sql_125,4,6-7,sql_125,7,9-10
53,What other details can you tell me about students in reverse alphabetical order?,Column selection,SELECT,QUERY,"Selected all columns including IDs, which are not 'other details'.","Carefully select only relevant columns, excluding IDs for 'other details'.",VALID_NEXT_TRIAL,sql_125,4,6-7,sql_125,5,6-7
54,What is the total number of countries where Spanish is spoken by the largest percentage of people?,"countrylanguage table, Percentage column","SELECT, JOIN, GROUP BY, MAX",QUERY,Incorrectly identifying the country with the highest percentage of Spanish speakers.,Use a subquery to find the maximum percentage for each country and filter by that.,VALID_SAME_TRIAL,sql_126,2,6-7,sql_126,2,10-11
55,What is the total number of countries where Spanish is spoken by the largest percentage of people?,SQL query syntax,SELECT,QUERY,Incomplete SQL query leading to syntax error.,Always provide a complete SQL query statement to avoid syntax errors.,VALID_SAME_TRIAL,sql_126,2,2-3,sql_126,2,6-7
56,What's the name of the course with most number of enrollments?,"student_enrolment_courses table, student_enrolment_id column, student_course_id column",COUNT,QUERY,Incorrect column used for counting enrollments in GROUP BY.,Use the primary key of the enrollment table (student_course_id) for accurate counting of enrollments.,VALID_NEXT_TRIAL,sql_129,1,14-14,sql_129,2,14-14
57,"What are the names of countries that speak more than 2 languages, as well as how many languages they speak?","country table, countrylanguage table","SELECT, COUNT, JOIN, GROUP BY, HAVING",QUERY,SQL syntax error: Missing FROM clause when using table aliases.,Always include the FROM clause with table names and aliases before referencing columns with aliases in SELECT.,VALID_SAME_TRIAL,sql_134,3,14-14,sql_134,3,17-17
58,"What are the names of countries that speak more than 2 languages, as well as how many languages they speak?","country table, countrylanguage table","SELECT, COUNT, JOIN, GROUP BY, HAVING",QUERY,SQL syntax error: Missing FROM clause when using table aliases.,Ensure table aliases are defined in the FROM/JOIN clause before being used in SELECT.,VALID_SAME_TRIAL,sql_134,7,12-12,sql_134,7,15-15
59,Show names of all high school students who do not have any friends.,"highschooler table, friend table, ID column, student_id column, friend_id column","SELECT, JOIN, WHERE, IS NULL",QUERY,Incorrect use of LEFT JOIN and WHERE conditions to identify non-friends.,Avoid using OR in LEFT JOIN ON clause with IS NULL checks for non-existence; use NOT IN or NOT EXISTS.,VALID_SAME_TRIAL,sql_137,1,15-15,sql_137,1,21-21
60,Show names of all high school students who do not have any friends.,"highschooler table, friend table, ID column, student_id column, friend_id column","SELECT, WHERE, NOT IN, UNION",QUERY,Incorrect subquery logic using UNION for identifying non-friends.,"To find students with no friends, ensure ID is not in student_id AND not in friend_id, rather than using UNION.",VALID_SAME_TRIAL,sql_137,1,21-21,sql_137,1,33-33
61,Show names of all high school students who do not have any friends.,"highschooler table, friend table, ID column, student_id column, friend_id column","SELECT, WHERE, NOT IN, AND",QUERY,"Initial assumption that an empty result set indicates a query error, not data state.","If a logically sound query returns an empty set, consider that the data might not contain matching records.",VALID_SAME_TRIAL,sql_137,1,33-33,sql_137,1,35-35
62,Show names of all high school students who do not have any friends.,"highschooler table, friend table, ID column, student_id column, friend_id column","SELECT, WHERE, NOT EXISTS, OR",QUERY,Repeatedly trying different SQL constructs for the same logic despite consistent empty results.,Trust the logical correctness of the query; an empty result set can be the correct answer if no data matches.,VALID_SAME_TRIAL,sql_137,5,2-2,sql_137,5,4-4
63,How many different winners both participated in the WTA Championships and were left handed?,"matches table, tourney_name column","SELECT, WHERE, LIKE",REFINE,Incorrect assumption about the existence of 'WTA Championships' in tourney_name.,Verify specific string values in columns using SELECT DISTINCT and LIKE before filtering.,VALID_SAME_TRIAL,sql_138,1,12-12,sql_138,1,14-14
64,How many different winners both participated in the WTA Championships and were left handed?,matches table,"SELECT, COUNT",EXPLORE,"Assuming table contains data without prior verification, leading to empty results.",Always check if a table contains data using COUNT(*) before complex queries.,VALID_SAME_TRIAL,sql_138,1,16-16,sql_138,1,20-20
65,What is the department description for the one whose name has the word computer?,"departments table, department_description column","SELECT, LIKE",QUERY,Querying 'department_description' column consistently returns a generic 'error'.,"When a specific column consistently errors, attempt to retrieve other columns to isolate the problem. If the requested column remains inaccessible, provide the closest available information.",CANDIDATE,sql_140,1,6-7,sql_140,1,14-15
66,What is the department description for the one whose name has the word computer?,submit command,submit,VERIFY,Incorrect usage of 'submit' command by including explanatory text or SQL query.,"The 'submit' command must be on its own line, immediately following the final SQL query whose result is the answer.",VALID_NEXT_TRIAL,sql_140,2,12-13,sql_140,4,10-11
67,Tell me the owner id and last name of the owner who spent the most on treatments of his or her dogs.,SQL query syntax,SELECT,QUERY,Incomplete SELECT statement leading to syntax error.,Always write the full SQL query in one action to avoid syntax errors.,VALID_SAME_TRIAL,sql_151,2,20-21,sql_151,2,36-37
68,Tell me the owner id and last name of the owner who spent the most on treatments of his or her dogs.,SQL query syntax,"SELECT, JOIN",QUERY,Referencing table aliases (T1) before FROM/JOIN clauses are defined.,Ensure FROM and JOIN clauses are present before using table aliases in SELECT.,VALID_SAME_TRIAL,sql_151,2,24-25,sql_151,2,36-37
69,Tell me the owner id and last name of the owner who spent the most on treatments of his or her dogs.,"Table/Column references, JOIN conditions","JOIN, SUM",QUERY,Incorrectly joining `treatments` and `charges` tables on `treatment_id`.,"Verify table schemas to identify correct join keys and relevant cost columns (e.g., `cost_of_treatment` in `treatments`).",VALID_SAME_TRIAL,sql_151,6,36-37,sql_151,6,46-47
70,Tell me the owner id and last name of the owner who spent the most on treatments of his or her dogs.,"Schema understanding, Column selection",SUM,REFINE,Confusion between `cost_of_treatment` in `treatments` and `charge_amount` in `charges`.,"Prioritize direct cost columns (e.g., `cost_of_treatment`) over potentially indirect charge tables when question specifies 'cost of treatments'.",VALID_SAME_TRIAL,sql_151,6,42-43,sql_151,6,46-47
71,Show paragraph details for paragraph with text 'Korea ' .,"paragraphs table, Paragraph_Text column","SELECT, WHERE",REFINE,Incorrect string literal matching due to trailing space in query vs. data.,"Analyze query results to identify discrepancies between literal in query and actual data, then adjust the query literal.",CANDIDATE,sql_154,1,6-7,sql_154,5,9-10
72,How many countries have a republic as their form of government?,"country table, GovernmentForm column","SELECT, COUNT, WHERE, LIKE",REFINE,Incorrectly using LIKE '%Republic%' instead of '=' 'Republic' for exact match.,Use the '=' operator for exact string matching when the entire column value is known.,VALID_NEXT_TRIAL,sql_155,1,6-6,sql_155,2,6-6
73,How many matches were played in 2013 or 2016?,"matches table, year column, tourney_date column","SELECT, COUNT, WHERE, YEAR",QUERY,Incorrectly assumed 'year' column was populated for filtering.,"Verify column data (e.g., using SELECT DISTINCT) before relying on it for filtering.",VALID_SAME_TRIAL,sql_166,1,6-6,sql_166,1,12-12
74,How many matches were played in 2013 or 2016?,tourney_date column,"STRFTIME, YEAR",QUERY,Used incorrect SQL function (STRFTIME) for year extraction in MySQL.,Use the correct database-specific function (YEAR() for MySQL) to extract year from a date.,VALID_SAME_TRIAL,sql_166,1,8-8,sql_166,1,10-10
75,How many matches were played in 2013 or 2016?,matches table,COUNT,REFINE,"Assumed table contained data when it was empty, leading to incorrect query results.","Always verify table contents (e.g., with COUNT(*)) if queries return unexpected empty results.",VALID_SAME_TRIAL,sql_166,1,10-10,sql_166,1,16-16
76,What is the average grade of students who have friends?,"friend table, highschooler table","JOIN, SELECT, AVG",QUERY,Incorrect JOIN condition using OR with non-existent columns.,"Use a subquery with UNION to get all relevant IDs for filtering, instead of complex JOIN conditions.",VALID_SAME_TRIAL,sql_169,1,10-10,sql_169,1,13-13
77,What is the average grade of students who have friends?,"friend table, columns","SELECT, UNION",QUERY,"Referencing incorrect column names (ID1, ID2) in subquery.",Always verify table schema using SHOW COLUMNS FROM before constructing queries.,VALID_SAME_TRIAL,sql_169,1,13-13,sql_169,1,16-17
78,What is the average grade of students who have friends?,"friend table, highschooler table","JOIN, SELECT, AVG",QUERY,Incorrectly identifying all students with friends using only student_id in JOIN.,"To find all students with friends, consider both student_id and friend_id columns using UNION in a subquery.",VALID_NEXT_TRIAL,sql_169,2,10-10,sql_169,4,2-2
79,How many degrees does the engineering department offer?,"departments table, department_name column","SELECT, WHERE",REFINE,Incorrect department name used in WHERE clause ('Engineering' instead of 'engineer').,Always verify exact string values from the database using SELECT DISTINCT or by querying the table directly.,VALID_SAME_TRIAL,sql_171,1,15-15,sql_171,1,19-21
80,How many degrees does the engineering department offer?,"departments table, department_name column","SELECT, WHERE",REFINE,Incorrect department name used in WHERE clause ('engineering' instead of 'engineer').,Verify exact string values from the database by listing all distinct values in the relevant column.,VALID_SAME_TRIAL,sql_171,2,5-5,sql_171,2,9-11
81,What are each professional's first name and description of the treatment they have performed?,SQL query,SELECT,QUERY,Incomplete SQL query causing syntax error.,Construct a complete SQL SELECT statement with all necessary clauses.,VALID_NEXT_TRIAL,sql_175,2,19-20,sql_175,3,2-3
82,Find the last name of the students who currently live in the state of North Carolina but have not registered in any degree program.,"student_enrolment table, degree_program_id column","SELECT, NOT IN, IS NOT NULL",REFINE,Incorrectly assumed `degree_program_id IS NOT NULL` for 'registered in any degree program'.,Consult schema to understand column constraints; 'not registered' means student_id not in student_enrolment.,VALID_SAME_TRIAL,sql_177,1,16-16,sql_177,1,20-20
83,Find the last name of the students who currently live in the state of North Carolina but have not registered in any degree program.,"addresses table, state_province_county column","SELECT, JOIN, WHERE",REFINE,"Initial query returned empty result, indicating potential data absence for 'North Carolina'.","Verify intermediate conditions (e.g., existence of students in NC) to debug empty result sets.",VALID_SAME_TRIAL,sql_177,1,22-22,sql_177,1,24-24
84,How many countries speak both English and Dutch?,"countrylanguage table, CountryCode column, Language column","SELECT, COUNT, JOIN, WHERE",QUERY,"Incorrectly counting CountryCode without DISTINCT, leading to potential overcounting.",Use COUNT(DISTINCT column_name) to count unique values when aggregating results from a self-join.,VALID_NEXT_TRIAL,sql_178,1,2-2,sql_178,5,2-2
85,What are the last name of the students who live in North Carolina but have not registered in any degree programs?,"addresses table, state_province_county column","SELECT, WHERE",REFINE,Incorrect state name used in WHERE clause ('NC' instead of 'NorthCarolina').,Verify exact string values in database columns using SELECT DISTINCT before filtering.,VALID_NEXT_TRIAL,sql_179,1,15-15,sql_179,2,23-23
86,What are the last name of the students who live in North Carolina but have not registered in any degree programs?,SQL syntax,N/A,QUERY,"Attempted to execute natural language as a SQL query, resulting in a syntax error.","Ensure all actions are valid SQL queries or specific environment commands (e.g., SHOW TABLES).",VALID_SAME_TRIAL,sql_179,2,2-2,sql_179,2,4-4
87,"Who is enrolled in a Bachelor degree program? List the first name, middle name, last name.",SQL query,SELECT,QUERY,"Incomplete SQL query, only 'SELECT' was provided.","Always provide a complete SQL query, including FROM, JOIN, and WHERE clauses.",VALID_SAME_TRIAL,sql_182,4,26-26,sql_182,4,50-50
